rows,cols,vptCorrect,noOfBlocks,participant,group
4,4,TRUE,6,877,ABC
4,4,TRUE,7,877,ABC
4,4,TRUE,7,877,ABC
4,4,FALSE,7,877,ABC
4,4,TRUE,8,877,ABC
4,4,TRUE,8,877,ABC
4,4,TRUE,8,877,ABC
5,5,FALSE,9,877,ABC
5,5,TRUE,9,877,ABC
5,5,FALSE,9,877,ABC
2,2,TRUE,2,880,ABC
2,2,TRUE,2,880,ABC
2,2,TRUE,2,880,ABC
3,3,TRUE,3,880,ABC
3,3,TRUE,3,880,ABC
3,3,TRUE,3,880,ABC
3,3,TRUE,4,880,ABC
3,3,TRUE,4,880,ABC
3,3,TRUE,4,880,ABC
4,4,TRUE,5,880,ABC
4,4,TRUE,5,880,ABC
4,4,TRUE,5,880,ABC
4,4,TRUE,6,880,ABC
4,4,TRUE,6,880,ABC
4,4,TRUE,6,880,ABC
4,4,TRUE,7,880,ABC
4,4,TRUE,7,880,ABC
4,4,FALSE,7,880,ABC
4,4,FALSE,8,880,ABC
4,4,FALSE,8,880,ABC
2,2,TRUE,2,881,CBA
2,2,TRUE,2,881,CBA
2,2,TRUE,2,881,CBA
3,3,TRUE,3,881,CBA
3,3,TRUE,3,881,CBA
3,3,TRUE,3,881,CBA
3,3,TRUE,4,881,CBA
3,3,TRUE,4,881,CBA
3,3,TRUE,4,881,CBA
4,4,TRUE,5,881,CBA
4,4,TRUE,5,881,CBA
4,4,TRUE,5,881,CBA
4,4,TRUE,6,881,CBA
4,4,TRUE,6,881,CBA
4,4,TRUE,6,881,CBA
4,4,TRUE,7,881,CBA
4,4,FALSE,7,881,CBA
4,4,TRUE,7,881,CBA
4,4,TRUE,8,881,CBA
4,4,TRUE,8,881,CBA
4,4,FALSE,8,881,CBA
5,5,FALSE,9,881,CBA
5,5,FALSE,9,881,CBA
2,2,TRUE,2,882,CAB
2,2,TRUE,2,882,CAB
2,2,TRUE,2,882,CAB
3,3,TRUE,3,882,CAB
3,3,TRUE,3,882,CAB
3,3,TRUE,3,882,CAB
3,3,TRUE,4,882,CAB
3,3,TRUE,4,882,CAB
3,3,TRUE,4,882,CAB
4,4,TRUE,5,882,CAB
4,4,TRUE,5,882,CAB
4,4,TRUE,5,882,CAB
4,4,TRUE,6,882,CAB
4,4,TRUE,6,882,CAB
4,4,TRUE,6,882,CAB
4,4,TRUE,7,882,CAB
4,4,TRUE,7,882,CAB
4,4,TRUE,7,882,CAB
4,4,TRUE,8,882,CAB
4,4,TRUE,8,882,CAB
4,4,TRUE,8,882,CAB
5,5,TRUE,9,882,CAB
5,5,TRUE,9,882,CAB
5,5,TRUE,9,882,CAB
5,5,TRUE,10,882,CAB
5,5,TRUE,10,882,CAB
5,5,TRUE,10,882,CAB
5,5,TRUE,11,882,CAB
5,5,FALSE,11,882,CAB
5,5,TRUE,11,882,CAB
5,5,TRUE,12,882,CAB
5,5,TRUE,12,882,CAB
5,5,FALSE,12,882,CAB
6,6,FALSE,13,882,CAB
6,6,FALSE,13,882,CAB
2,2,TRUE,2,885,ABC
2,2,TRUE,2,885,ABC
2,2,TRUE,2,885,ABC
3,3,TRUE,3,885,ABC
3,3,TRUE,3,885,ABC
3,3,TRUE,3,885,ABC
3,3,TRUE,4,885,ABC
3,3,TRUE,4,885,ABC
3,3,TRUE,4,885,ABC
4,4,TRUE,5,885,ABC
4,4,TRUE,5,885,ABC
4,4,TRUE,5,885,ABC
4,4,TRUE,6,885,ABC
4,4,TRUE,6,885,ABC
4,4,TRUE,6,885,ABC
4,4,TRUE,7,885,ABC
4,4,TRUE,7,885,ABC
4,4,TRUE,7,885,ABC
4,4,TRUE,8,885,ABC
4,4,TRUE,8,885,ABC
4,4,TRUE,8,885,ABC
5,5,TRUE,9,885,ABC
5,5,TRUE,9,885,ABC
5,5,TRUE,9,885,ABC
5,5,FALSE,10,885,ABC
5,5,TRUE,10,885,ABC
5,5,TRUE,10,885,ABC
5,5,FALSE,11,885,ABC
5,5,FALSE,11,885,ABC
2,2,TRUE,2,887,CBA
2,2,TRUE,2,887,CBA
2,2,TRUE,2,887,CBA
3,3,TRUE,3,887,CBA
3,3,TRUE,3,887,CBA
3,3,TRUE,3,887,CBA
3,3,TRUE,4,887,CBA
3,3,TRUE,4,887,CBA
3,3,TRUE,4,887,CBA
4,4,TRUE,5,887,CBA
4,4,TRUE,5,887,CBA
4,4,TRUE,5,887,CBA
4,4,TRUE,6,887,CBA
4,4,TRUE,6,887,CBA
4,4,TRUE,6,887,CBA
4,4,TRUE,7,887,CBA
4,4,TRUE,7,887,CBA
4,4,TRUE,7,887,CBA
4,4,FALSE,8,887,CBA
4,4,TRUE,8,887,CBA
4,4,TRUE,8,887,CBA
5,5,TRUE,9,887,CBA
5,5,FALSE,9,887,CBA
5,5,FALSE,9,887,CBA
2,2,TRUE,2,888,CAB
2,2,TRUE,2,888,CAB
2,2,TRUE,2,888,CAB
3,3,TRUE,3,888,CAB
3,3,TRUE,3,888,CAB
3,3,TRUE,3,888,CAB
3,3,TRUE,4,888,CAB
3,3,TRUE,4,888,CAB
3,3,TRUE,4,888,CAB
4,4,TRUE,5,888,CAB
4,4,TRUE,5,888,CAB
4,4,TRUE,5,888,CAB
4,4,FALSE,6,888,CAB
4,4,TRUE,6,888,CAB
4,4,TRUE,6,888,CAB
4,4,TRUE,7,888,CAB
4,4,TRUE,7,888,CAB
4,4,TRUE,7,888,CAB
4,4,TRUE,8,888,CAB
4,4,TRUE,8,888,CAB
4,4,TRUE,8,888,CAB
5,5,TRUE,9,888,CAB
5,5,TRUE,9,888,CAB
5,5,FALSE,9,888,CAB
5,5,TRUE,10,888,CAB
5,5,TRUE,10,888,CAB
5,5,FALSE,10,888,CAB
5,5,FALSE,11,888,CAB
5,5,FALSE,11,888,CAB
2,2,TRUE,2,889,BAC
2,2,TRUE,2,889,BAC
2,2,TRUE,2,889,BAC
3,3,TRUE,3,889,BAC
3,3,TRUE,3,889,BAC
3,3,TRUE,3,889,BAC
3,3,TRUE,4,889,BAC
3,3,TRUE,4,889,BAC
3,3,TRUE,4,889,BAC
4,4,TRUE,5,889,BAC
4,4,TRUE,5,889,BAC
4,4,TRUE,5,889,BAC
4,4,TRUE,6,889,BAC
4,4,TRUE,6,889,BAC
4,4,TRUE,6,889,BAC
4,4,TRUE,7,889,BAC
4,4,TRUE,7,889,BAC
4,4,TRUE,7,889,BAC
4,4,TRUE,8,889,BAC
4,4,TRUE,8,889,BAC
4,4,FALSE,8,889,BAC
5,5,FALSE,9,889,BAC
5,5,FALSE,9,889,BAC
2,2,TRUE,2,892,ABC
2,2,TRUE,2,892,ABC
2,2,TRUE,2,892,ABC
3,3,TRUE,3,892,ABC
3,3,TRUE,3,892,ABC
3,3,TRUE,3,892,ABC
3,3,TRUE,4,892,ABC
3,3,TRUE,4,892,ABC
3,3,TRUE,4,892,ABC
4,4,TRUE,5,892,ABC
4,4,TRUE,5,892,ABC
4,4,TRUE,5,892,ABC
4,4,TRUE,6,892,ABC
4,4,TRUE,6,892,ABC
4,4,TRUE,6,892,ABC
4,4,TRUE,7,892,ABC
4,4,TRUE,7,892,ABC
4,4,TRUE,7,892,ABC
4,4,TRUE,8,892,ABC
4,4,TRUE,8,892,ABC
4,4,TRUE,8,892,ABC
5,5,TRUE,9,892,ABC
5,5,FALSE,9,892,ABC
5,5,TRUE,9,892,ABC
5,5,FALSE,10,892,ABC
5,5,TRUE,10,892,ABC
5,5,FALSE,10,892,ABC
2,2,TRUE,2,895,BAC
2,2,TRUE,2,895,BAC
2,2,TRUE,2,895,BAC
3,3,TRUE,3,895,BAC
3,3,TRUE,3,895,BAC
3,3,TRUE,3,895,BAC
3,3,TRUE,4,895,BAC
3,3,TRUE,4,895,BAC
3,3,TRUE,4,895,BAC
4,4,TRUE,5,895,BAC
4,4,TRUE,5,895,BAC
4,4,TRUE,5,895,BAC
4,4,TRUE,6,895,BAC
4,4,TRUE,6,895,BAC
4,4,TRUE,6,895,BAC
4,4,TRUE,7,895,BAC
4,4,TRUE,7,895,BAC
4,4,TRUE,7,895,BAC
4,4,TRUE,8,895,BAC
4,4,TRUE,8,895,BAC
4,4,FALSE,8,895,BAC
5,5,TRUE,9,895,BAC
5,5,TRUE,9,895,BAC
5,5,TRUE,9,895,BAC
5,5,TRUE,10,895,BAC
5,5,TRUE,10,895,BAC
5,5,TRUE,10,895,BAC
5,5,FALSE,11,895,BAC
5,5,TRUE,11,895,BAC
5,5,TRUE,11,895,BAC
5,5,FALSE,12,895,BAC
5,5,FALSE,12,895,BAC
2,2,TRUE,2,896,BCA
2,2,TRUE,2,896,BCA
2,2,TRUE,2,896,BCA
3,3,TRUE,3,896,BCA
3,3,TRUE,3,896,BCA
3,3,TRUE,3,896,BCA
3,3,TRUE,4,896,BCA
3,3,TRUE,4,896,BCA
3,3,TRUE,4,896,BCA
4,4,TRUE,5,896,BCA
4,4,TRUE,5,896,BCA
4,4,TRUE,5,896,BCA
4,4,TRUE,6,896,BCA
4,4,FALSE,6,896,BCA
4,4,TRUE,6,896,BCA
4,4,TRUE,7,896,BCA
4,4,TRUE,7,896,BCA
4,4,TRUE,7,896,BCA
4,4,FALSE,8,896,BCA
4,4,TRUE,8,896,BCA
4,4,TRUE,8,896,BCA
5,5,TRUE,9,896,BCA
5,5,TRUE,9,896,BCA
5,5,FALSE,9,896,BCA
5,5,TRUE,10,896,BCA
5,5,FALSE,10,896,BCA
5,5,FALSE,10,896,BCA
2,2,TRUE,2,897,ACB
2,2,TRUE,2,897,ACB
2,2,TRUE,2,897,ACB
3,3,TRUE,3,897,ACB
3,3,TRUE,3,897,ACB
3,3,TRUE,3,897,ACB
3,3,TRUE,4,897,ACB
3,3,TRUE,4,897,ACB
3,3,TRUE,4,897,ACB
4,4,TRUE,5,897,ACB
4,4,TRUE,5,897,ACB
4,4,TRUE,5,897,ACB
4,4,TRUE,6,897,ACB
4,4,TRUE,6,897,ACB
4,4,TRUE,6,897,ACB
4,4,TRUE,7,897,ACB
4,4,TRUE,7,897,ACB
4,4,TRUE,7,897,ACB
4,4,TRUE,8,897,ACB
4,4,TRUE,8,897,ACB
4,4,TRUE,8,897,ACB
5,5,TRUE,9,897,ACB
5,5,TRUE,9,897,ACB
5,5,TRUE,9,897,ACB
5,5,TRUE,10,897,ACB
5,5,TRUE,10,897,ACB
5,5,FALSE,10,897,ACB
5,5,TRUE,11,897,ACB
5,5,FALSE,11,897,ACB
5,5,FALSE,11,897,ACB
2,2,TRUE,2,901,BAC
2,2,TRUE,2,901,BAC
2,2,TRUE,2,901,BAC
3,3,TRUE,3,901,BAC
3,3,TRUE,3,901,BAC
3,3,TRUE,3,901,BAC
3,3,TRUE,4,901,BAC
3,3,TRUE,4,901,BAC
3,3,TRUE,4,901,BAC
4,4,TRUE,5,901,BAC
4,4,TRUE,5,901,BAC
4,4,TRUE,5,901,BAC
4,4,TRUE,6,901,BAC
4,4,TRUE,6,901,BAC
4,4,TRUE,6,901,BAC
4,4,TRUE,7,901,BAC
4,4,TRUE,7,901,BAC
4,4,TRUE,7,901,BAC
4,4,TRUE,8,901,BAC
4,4,TRUE,8,901,BAC
4,4,TRUE,8,901,BAC
5,5,TRUE,9,901,BAC
5,5,TRUE,9,901,BAC
5,5,TRUE,9,901,BAC
5,5,TRUE,10,901,BAC
5,5,TRUE,10,901,BAC
5,5,TRUE,10,901,BAC
5,5,TRUE,11,901,BAC
5,5,FALSE,11,901,BAC
5,5,FALSE,11,901,BAC
2,2,TRUE,2,902,BCA
2,2,TRUE,2,902,BCA
2,2,TRUE,2,902,BCA
3,3,TRUE,3,902,BCA
3,3,TRUE,3,902,BCA
3,3,TRUE,3,902,BCA
3,3,TRUE,4,902,BCA
3,3,TRUE,4,902,BCA
3,3,TRUE,4,902,BCA
4,4,TRUE,5,902,BCA
4,4,TRUE,5,902,BCA
4,4,TRUE,5,902,BCA
4,4,TRUE,6,902,BCA
4,4,TRUE,6,902,BCA
4,4,TRUE,6,902,BCA
4,4,TRUE,7,902,BCA
4,4,TRUE,7,902,BCA
4,4,TRUE,7,902,BCA
4,4,TRUE,8,902,BCA
4,4,TRUE,8,902,BCA
4,4,TRUE,8,902,BCA
5,5,TRUE,9,902,BCA
5,5,TRUE,9,902,BCA
5,5,TRUE,9,902,BCA
5,5,TRUE,10,902,BCA
5,5,TRUE,10,902,BCA
5,5,TRUE,10,902,BCA
5,5,FALSE,11,902,BCA
5,5,FALSE,11,902,BCA
2,2,TRUE,2,908,ABC
2,2,TRUE,2,908,ABC
2,2,TRUE,2,908,ABC
3,3,TRUE,3,908,ABC
3,3,TRUE,3,908,ABC
3,3,TRUE,3,908,ABC
3,3,TRUE,4,908,ABC
3,3,TRUE,4,908,ABC
3,3,TRUE,4,908,ABC
4,4,TRUE,5,908,ABC
4,4,TRUE,5,908,ABC
4,4,TRUE,5,908,ABC
4,4,TRUE,6,908,ABC
4,4,TRUE,6,908,ABC
4,4,TRUE,6,908,ABC
4,4,TRUE,7,908,ABC
4,4,TRUE,7,908,ABC
4,4,TRUE,7,908,ABC
4,4,TRUE,8,908,ABC
4,4,TRUE,8,908,ABC
4,4,TRUE,8,908,ABC
5,5,TRUE,9,908,ABC
5,5,TRUE,9,908,ABC
5,5,FALSE,9,908,ABC
5,5,FALSE,10,908,ABC
5,5,FALSE,10,908,ABC
2,2,TRUE,2,914,BCA
2,2,TRUE,2,914,BCA
2,2,TRUE,2,914,BCA
3,3,TRUE,3,914,BCA
3,3,TRUE,3,914,BCA
3,3,TRUE,3,914,BCA
3,3,TRUE,4,914,BCA
3,3,TRUE,4,914,BCA
3,3,TRUE,4,914,BCA
4,4,TRUE,5,914,BCA
4,4,TRUE,5,914,BCA
4,4,TRUE,5,914,BCA
4,4,TRUE,6,914,BCA
4,4,TRUE,6,914,BCA
4,4,TRUE,6,914,BCA
4,4,TRUE,7,914,BCA
4,4,TRUE,7,914,BCA
4,4,TRUE,7,914,BCA
4,4,TRUE,8,914,BCA
4,4,TRUE,8,914,BCA
4,4,TRUE,8,914,BCA
5,5,TRUE,9,914,BCA
5,5,TRUE,9,914,BCA
5,5,TRUE,9,914,BCA
5,5,TRUE,10,914,BCA
5,5,TRUE,10,914,BCA
5,5,TRUE,10,914,BCA
5,5,FALSE,11,914,BCA
5,5,TRUE,11,914,BCA
5,5,TRUE,11,914,BCA
5,5,TRUE,12,914,BCA
5,5,FALSE,12,914,BCA
5,5,TRUE,12,914,BCA
6,6,FALSE,13,914,BCA
6,6,FALSE,13,914,BCA
2,2,TRUE,2,916,ABC
2,2,TRUE,2,916,ABC
2,2,TRUE,2,916,ABC
3,3,TRUE,3,916,ABC
3,3,TRUE,3,916,ABC
3,3,TRUE,3,916,ABC
3,3,TRUE,4,916,ABC
3,3,TRUE,4,916,ABC
3,3,TRUE,4,916,ABC
4,4,TRUE,5,916,ABC
4,4,TRUE,5,916,ABC
4,4,TRUE,5,916,ABC
4,4,TRUE,6,916,ABC
4,4,TRUE,6,916,ABC
4,4,TRUE,6,916,ABC
4,4,TRUE,7,916,ABC
4,4,TRUE,7,916,ABC
4,4,TRUE,7,916,ABC
4,4,TRUE,8,916,ABC
4,4,TRUE,8,916,ABC
4,4,TRUE,8,916,ABC
5,5,TRUE,9,916,ABC
5,5,TRUE,9,916,ABC
5,5,TRUE,9,916,ABC
5,5,FALSE,10,916,ABC
5,5,FALSE,10,916,ABC
2,2,TRUE,2,917,CBA
2,2,TRUE,2,917,CBA
2,2,TRUE,2,917,CBA
3,3,TRUE,3,917,CBA
3,3,TRUE,3,917,CBA
3,3,TRUE,3,917,CBA
3,3,TRUE,4,917,CBA
3,3,TRUE,4,917,CBA
3,3,TRUE,4,917,CBA
4,4,TRUE,5,917,CBA
4,4,TRUE,5,917,CBA
4,4,TRUE,5,917,CBA
4,4,TRUE,6,917,CBA
4,4,FALSE,6,917,CBA
4,4,TRUE,6,917,CBA
4,4,TRUE,7,917,CBA
4,4,FALSE,7,917,CBA
4,4,TRUE,7,917,CBA
4,4,FALSE,8,917,CBA
4,4,TRUE,8,917,CBA
4,4,TRUE,8,917,CBA
5,5,FALSE,9,917,CBA
5,5,FALSE,9,917,CBA
2,2,TRUE,2,918,CAB
2,2,TRUE,2,918,CAB
2,2,TRUE,2,918,CAB
3,3,TRUE,3,918,CAB
3,3,TRUE,3,918,CAB
3,3,TRUE,3,918,CAB
3,3,TRUE,4,918,CAB
3,3,TRUE,4,918,CAB
3,3,TRUE,4,918,CAB
4,4,TRUE,5,918,CAB
4,4,TRUE,5,918,CAB
4,4,TRUE,5,918,CAB
4,4,TRUE,6,918,CAB
4,4,TRUE,6,918,CAB
4,4,TRUE,6,918,CAB
4,4,FALSE,7,918,CAB
4,4,TRUE,7,918,CAB
4,4,TRUE,7,918,CAB
4,4,TRUE,8,918,CAB
4,4,TRUE,8,918,CAB
4,4,FALSE,8,918,CAB
5,5,TRUE,9,918,CAB
5,5,TRUE,9,918,CAB
5,5,TRUE,9,918,CAB
5,5,TRUE,10,918,CAB
5,5,FALSE,10,918,CAB
5,5,TRUE,10,918,CAB
5,5,FALSE,11,918,CAB
5,5,FALSE,11,918,CAB
2,2,TRUE,2,919,BAC
2,2,TRUE,2,919,BAC
2,2,TRUE,2,919,BAC
3,3,TRUE,3,919,BAC
3,3,TRUE,3,919,BAC
3,3,TRUE,3,919,BAC
3,3,TRUE,4,919,BAC
3,3,TRUE,4,919,BAC
3,3,TRUE,4,919,BAC
4,4,TRUE,5,919,BAC
4,4,TRUE,5,919,BAC
4,4,TRUE,5,919,BAC
4,4,TRUE,6,919,BAC
4,4,TRUE,6,919,BAC
4,4,TRUE,6,919,BAC
4,4,TRUE,7,919,BAC
4,4,TRUE,7,919,BAC
4,4,TRUE,7,919,BAC
4,4,TRUE,8,919,BAC
4,4,TRUE,8,919,BAC
4,4,TRUE,8,919,BAC
5,5,TRUE,9,919,BAC
5,5,TRUE,9,919,BAC
5,5,TRUE,9,919,BAC
5,5,TRUE,10,919,BAC
5,5,TRUE,10,919,BAC
5,5,TRUE,10,919,BAC
5,5,TRUE,11,919,BAC
5,5,TRUE,11,919,BAC
5,5,FALSE,11,919,BAC
5,5,FALSE,12,919,BAC
5,5,TRUE,12,919,BAC
5,5,FALSE,12,919,BAC
2,2,TRUE,2,920,BCA
2,2,TRUE,2,920,BCA
2,2,TRUE,2,920,BCA
3,3,TRUE,3,920,BCA
3,3,TRUE,3,920,BCA
3,3,TRUE,3,920,BCA
3,3,TRUE,4,920,BCA
3,3,TRUE,4,920,BCA
3,3,TRUE,4,920,BCA
4,4,TRUE,5,920,BCA
4,4,TRUE,5,920,BCA
4,4,TRUE,5,920,BCA
4,4,TRUE,6,920,BCA
4,4,TRUE,6,920,BCA
4,4,TRUE,6,920,BCA
4,4,TRUE,7,920,BCA
4,4,FALSE,7,920,BCA
4,4,FALSE,7,920,BCA
2,2,TRUE,2,922,ABC
2,2,TRUE,2,922,ABC
2,2,TRUE,2,922,ABC
3,3,TRUE,3,922,ABC
3,3,TRUE,3,922,ABC
3,3,TRUE,3,922,ABC
3,3,TRUE,4,922,ABC
3,3,TRUE,4,922,ABC
3,3,TRUE,4,922,ABC
4,4,TRUE,5,922,ABC
4,4,TRUE,5,922,ABC
4,4,TRUE,5,922,ABC
4,4,TRUE,6,922,ABC
4,4,TRUE,6,922,ABC
4,4,TRUE,6,922,ABC
4,4,TRUE,7,922,ABC
4,4,TRUE,7,922,ABC
4,4,TRUE,7,922,ABC
4,4,TRUE,8,922,ABC
4,4,TRUE,8,922,ABC
4,4,TRUE,8,922,ABC
5,5,TRUE,9,922,ABC
5,5,TRUE,9,922,ABC
5,5,TRUE,9,922,ABC
5,5,FALSE,10,922,ABC
5,5,TRUE,10,922,ABC
5,5,FALSE,10,922,ABC
2,2,TRUE,2,925,BAC
2,2,TRUE,2,925,BAC
2,2,TRUE,2,925,BAC
3,3,TRUE,3,925,BAC
3,3,TRUE,3,925,BAC
3,3,TRUE,3,925,BAC
3,3,TRUE,4,925,BAC
3,3,TRUE,4,925,BAC
3,3,TRUE,4,925,BAC
4,4,TRUE,5,925,BAC
4,4,TRUE,5,925,BAC
4,4,TRUE,5,925,BAC
4,4,TRUE,6,925,BAC
4,4,TRUE,6,925,BAC
4,4,FALSE,6,925,BAC
4,4,TRUE,7,925,BAC
4,4,TRUE,7,925,BAC
4,4,TRUE,7,925,BAC
4,4,TRUE,8,925,BAC
4,4,FALSE,8,925,BAC
4,4,FALSE,8,925,BAC
2,2,TRUE,2,927,ACB
2,2,TRUE,2,927,ACB
2,2,TRUE,2,927,ACB
3,3,TRUE,3,927,ACB
3,3,TRUE,3,927,ACB
3,3,TRUE,3,927,ACB
3,3,TRUE,4,927,ACB
3,3,TRUE,4,927,ACB
3,3,TRUE,4,927,ACB
4,4,TRUE,5,927,ACB
4,4,TRUE,5,927,ACB
4,4,TRUE,5,927,ACB
4,4,TRUE,6,927,ACB
4,4,TRUE,6,927,ACB
4,4,TRUE,6,927,ACB
4,4,TRUE,7,927,ACB
4,4,TRUE,7,927,ACB
4,4,TRUE,7,927,ACB
4,4,FALSE,8,927,ACB
4,4,TRUE,8,927,ACB
4,4,TRUE,8,927,ACB
5,5,TRUE,9,927,ACB
5,5,TRUE,9,927,ACB
5,5,FALSE,9,927,ACB
5,5,FALSE,10,927,ACB
5,5,TRUE,10,927,ACB
5,5,TRUE,10,927,ACB
5,5,TRUE,11,927,ACB
5,5,FALSE,11,927,ACB
5,5,TRUE,11,927,ACB
5,5,FALSE,12,927,ACB
5,5,TRUE,12,927,ACB
5,5,FALSE,12,927,ACB
2,2,TRUE,2,928,ABC
2,2,TRUE,2,928,ABC
2,2,TRUE,2,928,ABC
3,3,TRUE,3,928,ABC
3,3,TRUE,3,928,ABC
3,3,TRUE,3,928,ABC
3,3,TRUE,4,928,ABC
3,3,TRUE,4,928,ABC
3,3,TRUE,4,928,ABC
4,4,TRUE,5,928,ABC
4,4,TRUE,5,928,ABC
4,4,TRUE,5,928,ABC
4,4,TRUE,6,928,ABC
4,4,TRUE,6,928,ABC
4,4,TRUE,6,928,ABC
4,4,TRUE,7,928,ABC
4,4,TRUE,7,928,ABC
4,4,TRUE,7,928,ABC
4,4,TRUE,8,928,ABC
4,4,FALSE,8,928,ABC
4,4,TRUE,8,928,ABC
5,5,TRUE,9,928,ABC
5,5,TRUE,9,928,ABC
5,5,TRUE,9,928,ABC
5,5,TRUE,10,928,ABC
5,5,TRUE,10,928,ABC
5,5,FALSE,10,928,ABC
5,5,TRUE,11,928,ABC
5,5,FALSE,11,928,ABC
5,5,TRUE,11,928,ABC
5,5,FALSE,12,928,ABC
5,5,TRUE,12,928,ABC
5,5,FALSE,12,928,ABC
2,2,TRUE,2,929,CBA
2,2,TRUE,2,929,CBA
2,2,TRUE,2,929,CBA
3,3,TRUE,3,929,CBA
3,3,TRUE,3,929,CBA
3,3,TRUE,3,929,CBA
3,3,TRUE,4,929,CBA
3,3,TRUE,4,929,CBA
3,3,TRUE,4,929,CBA
4,4,TRUE,5,929,CBA
4,4,TRUE,5,929,CBA
4,4,TRUE,5,929,CBA
4,4,TRUE,6,929,CBA
4,4,TRUE,6,929,CBA
4,4,TRUE,6,929,CBA
4,4,TRUE,7,929,CBA
4,4,TRUE,7,929,CBA
4,4,FALSE,7,929,CBA
4,4,TRUE,8,929,CBA
4,4,TRUE,8,929,CBA
4,4,TRUE,8,929,CBA
5,5,TRUE,9,929,CBA
5,5,TRUE,9,929,CBA
5,5,FALSE,9,929,CBA
5,5,FALSE,10,929,CBA
5,5,FALSE,10,929,CBA
2,2,TRUE,2,930,CAB
2,2,TRUE,2,930,CAB
2,2,TRUE,2,930,CAB
3,3,TRUE,3,930,CAB
3,3,TRUE,3,930,CAB
3,3,TRUE,3,930,CAB
3,3,TRUE,4,930,CAB
3,3,TRUE,4,930,CAB
3,3,TRUE,4,930,CAB
4,4,TRUE,5,930,CAB
4,4,TRUE,5,930,CAB
4,4,FALSE,5,930,CAB
4,4,FALSE,6,930,CAB
4,4,TRUE,6,930,CAB
4,4,TRUE,6,930,CAB
4,4,FALSE,7,930,CAB
4,4,TRUE,7,930,CAB
4,4,TRUE,7,930,CAB
4,4,TRUE,8,930,CAB
4,4,FALSE,8,930,CAB
4,4,TRUE,8,930,CAB
5,5,TRUE,9,930,CAB
5,5,FALSE,9,930,CAB
5,5,TRUE,9,930,CAB
5,5,FALSE,10,930,CAB
5,5,FALSE,10,930,CAB
2,2,TRUE,2,931,BAC
2,2,TRUE,2,931,BAC
2,2,TRUE,2,931,BAC
3,3,TRUE,3,931,BAC
3,3,TRUE,3,931,BAC
3,3,TRUE,3,931,BAC
3,3,TRUE,4,931,BAC
3,3,TRUE,4,931,BAC
3,3,TRUE,4,931,BAC
4,4,TRUE,5,931,BAC
4,4,TRUE,5,931,BAC
4,4,TRUE,5,931,BAC
4,4,TRUE,6,931,BAC
4,4,TRUE,6,931,BAC
4,4,TRUE,6,931,BAC
4,4,TRUE,7,931,BAC
4,4,TRUE,7,931,BAC
4,4,TRUE,7,931,BAC
4,4,TRUE,8,931,BAC
4,4,TRUE,8,931,BAC
4,4,TRUE,8,931,BAC
5,5,TRUE,9,931,BAC
5,5,TRUE,9,931,BAC
5,5,TRUE,9,931,BAC
5,5,TRUE,10,931,BAC
5,5,TRUE,10,931,BAC
5,5,TRUE,10,931,BAC
5,5,TRUE,11,931,BAC
5,5,FALSE,11,931,BAC
5,5,FALSE,11,931,BAC
2,2,TRUE,2,932,BCA
2,2,TRUE,2,932,BCA
2,2,TRUE,2,932,BCA
3,3,TRUE,3,932,BCA
3,3,TRUE,3,932,BCA
3,3,TRUE,3,932,BCA
3,3,TRUE,4,932,BCA
3,3,TRUE,4,932,BCA
3,3,TRUE,4,932,BCA
4,4,TRUE,5,932,BCA
4,4,TRUE,5,932,BCA
4,4,TRUE,5,932,BCA
4,4,TRUE,6,932,BCA
4,4,TRUE,6,932,BCA
4,4,TRUE,6,932,BCA
4,4,TRUE,7,932,BCA
4,4,FALSE,7,932,BCA
4,4,TRUE,7,932,BCA
4,4,FALSE,8,932,BCA
4,4,TRUE,8,932,BCA
4,4,TRUE,8,932,BCA
5,5,TRUE,9,932,BCA
5,5,FALSE,9,932,BCA
5,5,TRUE,9,932,BCA
5,5,FALSE,10,932,BCA
5,5,TRUE,10,932,BCA
5,5,FALSE,10,932,BCA
2,2,TRUE,2,936,CAB
2,2,TRUE,2,936,CAB
2,2,TRUE,2,936,CAB
3,3,TRUE,3,936,CAB
3,3,TRUE,3,936,CAB
3,3,TRUE,3,936,CAB
3,3,TRUE,4,936,CAB
3,3,TRUE,4,936,CAB
3,3,TRUE,4,936,CAB
4,4,TRUE,5,936,CAB
4,4,TRUE,5,936,CAB
4,4,TRUE,5,936,CAB
4,4,TRUE,6,936,CAB
4,4,TRUE,6,936,CAB
4,4,TRUE,6,936,CAB
4,4,TRUE,7,936,CAB
4,4,TRUE,7,936,CAB
4,4,TRUE,7,936,CAB
4,4,TRUE,8,936,CAB
4,4,TRUE,8,936,CAB
4,4,FALSE,8,936,CAB
5,5,TRUE,9,936,CAB
5,5,FALSE,9,936,CAB
5,5,FALSE,9,936,CAB
2,2,TRUE,2,938,BCA
2,2,TRUE,2,938,BCA
2,2,TRUE,2,938,BCA
3,3,TRUE,3,938,BCA
3,3,TRUE,3,938,BCA
3,3,TRUE,3,938,BCA
3,3,TRUE,4,938,BCA
3,3,TRUE,4,938,BCA
3,3,TRUE,4,938,BCA
4,4,TRUE,5,938,BCA
4,4,TRUE,5,938,BCA
4,4,TRUE,5,938,BCA
4,4,TRUE,6,938,BCA
4,4,TRUE,6,938,BCA
4,4,TRUE,6,938,BCA
4,4,TRUE,7,938,BCA
4,4,FALSE,7,938,BCA
