digitSpan,digits_audio,EgnerDSrt,EgnerDSscore,participant,group
7,8241973,3.54818,1,992,BCA
8,53827164,4.41448,1,992,BCA
9,682594316,6.34683,1,992,BCA
2,46,2.179305,1,9935,ACB
NA,157,2.14939,1,9935,ACB
4,6352,2.51524,1,9935,ACB
5,59281,3.681515,1,9935,ACB
6,396172,5.79852,0,9935,ACB
6,594631,5.365465,1,9935,ACB
7,8241973,5.615305,0,9935,ACB
7,2814367,11.8985,0,9935,ACB
2,46,1.56599,1,994,ABC
NA,157,1.73304,1,994,ABC
4,6352,1.649855,1,994,ABC
5,59281,2.154275,1,994,ABC
6,396172,2.788,1,994,ABC
7,8241973,5.950025,1,994,ABC
8,53827164,8.07075,0,994,ABC
8,75241739,12.49096,0,994,ABC
2,46,1.580415,1,995,CBA
NA,157,1.93246,1,995,CBA
4,6352,1.56537,1,995,CBA
5,59281,2.4486,1,995,CBA
6,396172,4.9825,1,995,CBA
7,8241973,3.23262,0,995,CBA
7,2814367,7.098505,0,995,CBA
2,46,1.79978,1,996,CAB
NA,157,1.58381,1,996,CAB
4,6352,2.249955,1,996,CAB
5,59281,2.434095,1,996,CAB
6,396172,4.09906,1,996,CAB
7,8241973,3.86488,1,996,CAB
8,53827164,7.24935,0,996,CAB
8,75241739,11.59884,0,996,CAB
2,46,1.395125,1,997,BAC
NA,157,1.52778,1,997,BAC
4,6352,3.249805,1,997,BAC
5,59281,2.229005,1,997,BAC
6,396172,2.74994,1,997,BAC
7,8241973,3.81976,1,997,BAC
8,53827164,5.861275,1,997,BAC
9,682594316,4.277675,1,997,BAC
2,46,0.99833,1,998,BCA
NA,157,0.98294,1,998,BCA
4,6352,1.682885,1,998,BCA
5,59281,2.333335,1,998,BCA
6,396172,3.21642,1,998,BCA
7,8241973,5.367255,0,998,BCA
7,2814367,3.383605,1,998,BCA
8,53827164,4.21684,0,998,BCA
8,75241739,6.96755,0,998,BCA
2,46,1.19075,1,999,ACB
NA,157,1.632695,1,999,ACB
4,6352,1.61167,1,999,ACB
5,59281,4.21193,1,999,ACB
6,396172,3.51015,0,999,ACB
6,594631,3.05071,1,999,ACB
7,8241973,5.31059,0,999,ACB
7,2814367,4.52291,0,999,ACB
