typedAnswer,multiplyRT,multiplyCorr,problem,OperandType,productType,participant,group
42,10.3008,1,7 x 6 =,largeFirst,largeProd,852,CAB
64,22.7831,0,7 x 8 =,smallFirst,largeProd,852,CAB
16,33.1339,0,7 x 4 =,largeFirst,largeProd,852,CAB
63,12.0994,1,7 x 9 =,smallFirst,largeProd,852,CAB
8,2.5164,1,4 x 2 =,largeFirst,smallProd,852,CAB
40,3.5648,1,8 x 5 =,largeFirst,largeProd,852,CAB
48,3.1688,1,8 x 6 =,largeFirst,largeProd,852,CAB
54,7.3648,1,9 x 6 =,largeFirst,largeProd,852,CAB
27,6.3337,1,3 x 9 =,smallFirst,largeProd,852,CAB
6,1.2517,1,2 x 3 =,smallFirst,smallProd,852,CAB
16,1.984,1,2 x 8 =,smallFirst,smallProd,852,CAB
21,4.5669,0,8 x 3 =,largeFirst,smallProd,852,CAB
21,15.4009,1,7 x 3 =,largeFirst,smallProd,852,CAB
20,1.7166,1,5 x 4 =,largeFirst,smallProd,852,CAB
30,3.0008,1,5 x 6 =,smallFirst,largeProd,852,CAB
12,4.5668,1,3 x 4 =,smallFirst,smallProd,852,CAB
45,4.1686,1,5 x 9 =,smallFirst,largeProd,852,CAB
36,5.3325,1,9 x 4 =,largeFirst,largeProd,852,CAB
15,2.367,1,5 x 3 =,largeFirst,smallProd,852,CAB
24,7.2506,1,4 x 6 =,smallFirst,smallProd,852,CAB
18,2.2004,1,9 x 2 =,largeFirst,smallProd,852,CAB
42,12.3333,1,6 x 7 =,smallFirst,largeProd,852,CAB
14,1.4494,1,2 x 7 =,smallFirst,smallProd,852,CAB
10,1.4852,1,2 x 5 =,smallFirst,smallProd,852,CAB
12,1.2486,1,6 x 2 =,largeFirst,smallProd,852,CAB
72,3.9508,1,9 x 8 =,largeFirst,largeProd,852,CAB
35,3.6996000000000002,1,5 x 7 =,smallFirst,largeProd,852,CAB
32,28.0526,1,4 x 8 =,smallFirst,largeProd,852,CAB
18,15.1511,1,3 x 6 =,smallFirst,smallProd,852,CAB
54,17.8012,0,8 x 7 =,largeFirst,largeProd,852,CAB
40,1.6001,1,8 x 5 =,largeFirst,largeProd,854,BCA
28,1.6335,1,7 x 4 =,largeFirst,largeProd,854,BCA
63,1.9665,1,7 x 9 =,smallFirst,largeProd,854,BCA
32,1.2852,1,4 x 8 =,smallFirst,largeProd,854,BCA
56,1.2664,1,8 x 7 =,largeFirst,largeProd,854,BCA
54,3.9663,1,9 x 6 =,largeFirst,largeProd,854,BCA
18,1.3836,1,9 x 2 =,largeFirst,smallProd,854,BCA
24,1.1663,1,4 x 6 =,smallFirst,smallProd,854,BCA
14,1.1169,1,2 x 7 =,smallFirst,smallProd,854,BCA
35,1.1998,1,5 x 7 =,smallFirst,largeProd,854,BCA
36,1.4331,1,9 x 4 =,largeFirst,largeProd,854,BCA
15,1.433,1,5 x 3 =,largeFirst,smallProd,854,BCA
45,1.5335,1,5 x 9 =,smallFirst,largeProd,854,BCA
10,1.5833,1,2 x 5 =,smallFirst,smallProd,854,BCA
21,1.617,1,7 x 3 =,largeFirst,smallProd,854,BCA
12,1.117,1,3 x 4 =,smallFirst,smallProd,854,BCA
24,1.1827,1,8 x 3 =,largeFirst,smallProd,854,BCA
16,1.3343,1,2 x 8 =,smallFirst,smallProd,854,BCA
18,2.3335,1,3 x 6 =,smallFirst,smallProd,854,BCA
48,1.5659,1,8 x 6 =,largeFirst,largeProd,854,BCA
8,1.9826,1,4 x 2 =,largeFirst,smallProd,854,BCA
6,1.6169,1,2 x 3 =,smallFirst,smallProd,854,BCA
30,2.1504,1,5 x 6 =,smallFirst,largeProd,854,BCA
27,1.6818,1,3 x 9 =,smallFirst,largeProd,854,BCA
12,1.599,1,6 x 2 =,largeFirst,smallProd,854,BCA
72,3.6669,1,9 x 8 =,largeFirst,largeProd,854,BCA
20,2.3321,1,5 x 4 =,largeFirst,smallProd,854,BCA
42,1.4343,1,6 x 7 =,smallFirst,largeProd,854,BCA
10,2.6688,1,5 x 2 =,largeFirst,smallProd,854,BCA
28,1.4319,1,4 x 7 =,smallFirst,largeProd,854,BCA
24,1.0668,1,6 x 4 =,largeFirst,smallProd,854,BCA
18,1.2001,1,2 x 9 =,smallFirst,smallProd,854,BCA
6,1.4329,1,3 x 2 =,largeFirst,smallProd,854,BCA
54,2.3166,1,6 x 9 =,smallFirst,largeProd,854,BCA
18,1.5996,1,6 x 3 =,largeFirst,smallProd,854,BCA
36,1.7004,1,4 x 9 =,smallFirst,largeProd,854,BCA
32,1.1296,1,8 x 4 =,largeFirst,largeProd,854,BCA
56,1.4328,1,7 x 8 =,smallFirst,largeProd,854,BCA
42,1.284,1,7 x 6 =,largeFirst,largeProd,854,BCA
16,3.1831,1,8 x 2 =,largeFirst,smallProd,854,BCA
40,1.2488,1,5 x 8 =,smallFirst,largeProd,854,BCA
12,1.0993,1,2 x 6 =,smallFirst,smallProd,854,BCA
14,1.567,1,7 x 2 =,largeFirst,smallProd,854,BCA
20,1.3666,1,4 x 5 =,smallFirst,smallProd,854,BCA
21,1.05,1,3 x 7 =,smallFirst,smallProd,854,BCA
15,1.1498,1,3 x 5 =,smallFirst,smallProd,854,BCA
30,1.4995,1,6 x 5 =,largeFirst,largeProd,854,BCA
24,1.2834,1,3 x 8 =,smallFirst,smallProd,854,BCA
35,1.2152,1,7 x 5 =,largeFirst,largeProd,854,BCA
72,1.9511,1,8 x 9 =,smallFirst,largeProd,854,BCA
48,1.9497,1,6 x 8 =,smallFirst,largeProd,854,BCA
27,1.5171,1,9 x 3 =,largeFirst,largeProd,854,BCA
12,1.1154,1,4 x 3 =,largeFirst,smallProd,854,BCA
45,1.4501,1,9 x 5 =,largeFirst,largeProd,854,BCA
63,1.5332,1,9 x 7 =,largeFirst,largeProd,854,BCA
8,1.5995,1,2 x 4 =,smallFirst,smallProd,854,BCA
72,5.7473,1,8 x 9 =,smallFirst,largeProd,855,ACB
16,2.0549,1,8 x 2 =,largeFirst,smallProd,855,ACB
40,3.8257,1,5 x 8 =,smallFirst,largeProd,855,ACB
45,3.7262,1,9 x 5 =,largeFirst,largeProd,855,ACB
12,4.0102,1,2 x 6 =,smallFirst,smallProd,855,ACB
35,23.4717,0,6 x 9 =,smallFirst,largeProd,855,ACB
10,1.5373000000000001,1,5 x 2 =,largeFirst,smallProd,855,ACB
64,4.5771,0,9 x 7 =,largeFirst,largeProd,855,ACB
14,1.2863,1,7 x 2 =,largeFirst,smallProd,855,ACB
6,1.5211,1,3 x 2 =,largeFirst,smallProd,855,ACB
15,2.0051,1,3 x 5 =,smallFirst,smallProd,855,ACB
27,4.7942,1,9 x 3 =,largeFirst,largeProd,855,ACB
35,6.8818,1,7 x 5 =,largeFirst,largeProd,855,ACB
18,2.0375,1,6 x 3 =,largeFirst,smallProd,855,ACB
36,4.1088,1,4 x 9 =,smallFirst,largeProd,855,ACB
30,2.5886,1,6 x 5 =,largeFirst,largeProd,855,ACB
20,2.3219,1,4 x 5 =,smallFirst,smallProd,855,ACB
21,5.0281,0,4 x 7 =,smallFirst,largeProd,855,ACB
21,10.0694,1,3 x 7 =,smallFirst,smallProd,855,ACB
24,4.0932,1,3 x 8 =,smallFirst,smallProd,855,ACB
8,2.1561,1,2 x 4 =,smallFirst,smallProd,855,ACB
56,9.7899,1,7 x 8 =,smallFirst,largeProd,855,ACB
48,18.8952,1,6 x 8 =,smallFirst,largeProd,855,ACB
12,6.382,1,4 x 3 =,largeFirst,smallProd,855,ACB
24,27.0805,1,6 x 4 =,largeFirst,smallProd,855,ACB
42,7.0828,1,7 x 6 =,largeFirst,largeProd,855,ACB
18,2.2386,1,2 x 9 =,smallFirst,smallProd,855,ACB
32,9.9734,1,8 x 4 =,largeFirst,largeProd,855,ACB
35,5.6399,1,5 x 7 =,smallFirst,largeProd,855,ACB
21,9.4052,0,8 x 3 =,largeFirst,smallProd,855,ACB
36,15.214,0,4 x 6 =,smallFirst,smallProd,855,ACB
20,2.1216,1,5 x 4 =,largeFirst,smallProd,855,ACB
36,3.6749,1,9 x 4 =,largeFirst,largeProd,855,ACB
21,5.1258,1,7 x 3 =,largeFirst,smallProd,855,ACB
63,5.1623,1,7 x 9 =,smallFirst,largeProd,855,ACB
14,1.5478,1,2 x 7 =,smallFirst,smallProd,855,ACB
15,2.5893,1,5 x 3 =,largeFirst,smallProd,855,ACB
30,3.2855,1,5 x 6 =,smallFirst,largeProd,855,ACB
16,1.7536,1,2 x 8 =,smallFirst,smallProd,855,ACB
48,45.0623,0,8 x 7 =,largeFirst,largeProd,855,ACB
28,10.1915,1,7 x 4 =,largeFirst,largeProd,855,ACB
45,3.3307,1,5 x 9 =,smallFirst,largeProd,855,ACB
18,1.621,1,9 x 2 =,largeFirst,smallProd,855,ACB
8,1.8207,1,4 x 2 =,largeFirst,smallProd,855,ACB
27,6.7158,1,3 x 9 =,smallFirst,largeProd,855,ACB
12,7.6669,1,3 x 4 =,smallFirst,smallProd,855,ACB
47,22.4193,0,8 x 6 =,largeFirst,largeProd,855,ACB
10,2.1495,1,2 x 5 =,smallFirst,smallProd,855,ACB
12,1.5548,1,6 x 2 =,largeFirst,smallProd,855,ACB
40,3.5979,1,8 x 5 =,largeFirst,largeProd,855,ACB
32,19.0745,1,4 x 8 =,smallFirst,largeProd,855,ACB
6,1.5518,1,2 x 3 =,smallFirst,smallProd,855,ACB
82,6.7987,0,9 x 8 =,largeFirst,largeProd,855,ACB
18,3.5359,1,3 x 6 =,smallFirst,smallProd,855,ACB
42,5.8309,1,6 x 7 =,smallFirst,largeProd,855,ACB
54,3.5585,1,9 x 6 =,largeFirst,largeProd,855,ACB
63,5.2834,1,7 x 9 =,smallFirst,largeProd,856,ABC
15,1.617,1,5 x 3 =,largeFirst,smallProd,856,ABC
6,1.6005,1,2 x 3 =,smallFirst,smallProd,856,ABC
48,3.2166,1,8 x 6 =,largeFirst,largeProd,856,ABC
42,2.5999,1,6 x 7 =,smallFirst,largeProd,856,ABC
28,6.4173,1,7 x 4 =,largeFirst,largeProd,856,ABC
21,1.4335,1,7 x 3 =,largeFirst,smallProd,856,ABC
40,2.2334,1,8 x 5 =,largeFirst,largeProd,856,ABC
32,2.6503,1,4 x 8 =,smallFirst,largeProd,856,ABC
14,1.9998,1,2 x 7 =,smallFirst,smallProd,856,ABC
24,1.9153,1,8 x 3 =,largeFirst,smallProd,856,ABC
10,2.3657,1,2 x 5 =,smallFirst,smallProd,856,ABC
16,2.5989,1,2 x 8 =,smallFirst,smallProd,856,ABC
24,1.7828,1,4 x 6 =,smallFirst,smallProd,856,ABC
30,5.9659,0,9 x 6 =,largeFirst,largeProd,856,ABC
20,1.8495,1,5 x 4 =,largeFirst,smallProd,856,ABC
72,4.5822,1,9 x 8 =,largeFirst,largeProd,856,ABC
56,2.1329,1,8 x 7 =,largeFirst,largeProd,856,ABC
12,1.7499,1,6 x 2 =,largeFirst,smallProd,856,ABC
30,1.899,1,5 x 6 =,smallFirst,largeProd,856,ABC
45,2.9004,1,5 x 9 =,smallFirst,largeProd,856,ABC
8,1.7334,1,4 x 2 =,largeFirst,smallProd,856,ABC
12,2.7665,1,3 x 4 =,smallFirst,smallProd,856,ABC
35,2.0326,1,5 x 7 =,smallFirst,largeProd,856,ABC
21,5.5165,0,3 x 9 =,smallFirst,largeProd,856,ABC
24,2.1164,0,9 x 4 =,largeFirst,largeProd,856,ABC
18,4.1668,1,3 x 6 =,smallFirst,smallProd,856,ABC
18,1.6668,1,9 x 2 =,largeFirst,smallProd,856,ABC
18,5.0679,1,6 x 3 =,largeFirst,smallProd,856,ABC
42,2.2005,1,7 x 6 =,largeFirst,largeProd,856,ABC
21,2.6987,1,3 x 7 =,smallFirst,smallProd,856,ABC
24,1.483,1,6 x 4 =,largeFirst,smallProd,856,ABC
54,8.5993,1,6 x 9 =,smallFirst,largeProd,856,ABC
28,6.0989,1,4 x 7 =,smallFirst,largeProd,856,ABC
12,1.3671,1,2 x 6 =,smallFirst,smallProd,856,ABC
56,2.4172,1,7 x 8 =,smallFirst,largeProd,856,ABC
18,1.8986,1,2 x 9 =,smallFirst,smallProd,856,ABC
48,3.6324,1,6 x 8 =,smallFirst,largeProd,856,ABC
16,3.4836,1,8 x 2 =,largeFirst,smallProd,856,ABC
32,1.716,1,8 x 4 =,largeFirst,largeProd,856,ABC
14,1.5165,1,7 x 2 =,largeFirst,smallProd,856,ABC
30,2.6677,1,6 x 5 =,largeFirst,largeProd,856,ABC
8,1.5343,1,2 x 4 =,smallFirst,smallProd,856,ABC
10,1.5163,1,5 x 2 =,largeFirst,smallProd,856,ABC
40,2.3661,1,5 x 8 =,smallFirst,largeProd,856,ABC
45,2.8166,1,9 x 5 =,largeFirst,largeProd,856,ABC
24,1.8002,1,3 x 8 =,smallFirst,smallProd,856,ABC
72,3.1,1,8 x 9 =,smallFirst,largeProd,856,ABC
15,2.1667,1,3 x 5 =,smallFirst,smallProd,856,ABC
6,1.917,1,3 x 2 =,largeFirst,smallProd,856,ABC
20,2.5006,1,4 x 5 =,smallFirst,smallProd,856,ABC
12,1.5998000000000001,1,4 x 3 =,largeFirst,smallProd,856,ABC
63,2.582,1,9 x 7 =,largeFirst,largeProd,856,ABC
36,2.5502,1,4 x 9 =,smallFirst,largeProd,856,ABC
27,2.3823,1,9 x 3 =,largeFirst,largeProd,856,ABC
35,2.2155,1,7 x 5 =,largeFirst,largeProd,856,ABC
20,2.2643,1,4 x 5 =,smallFirst,smallProd,857,CBA
54,3.666,1,6 x 9 =,smallFirst,largeProd,857,CBA
24,3.8465,1,6 x 4 =,largeFirst,smallProd,857,CBA
40,2.8307,1,5 x 8 =,smallFirst,largeProd,857,CBA
8,2.7974,1,2 x 4 =,smallFirst,smallProd,857,CBA
32,2.1668,1,8 x 4 =,largeFirst,largeProd,857,CBA
6,1.9292,1,3 x 2 =,largeFirst,smallProd,857,CBA
18,3.2829,1,6 x 3 =,largeFirst,smallProd,857,CBA
18,2.0978,1,2 x 9 =,smallFirst,smallProd,857,CBA
16,2.2664,1,8 x 2 =,largeFirst,smallProd,857,CBA
24,4.7625,1,3 x 8 =,smallFirst,smallProd,857,CBA
14,1.9981,1,7 x 2 =,largeFirst,smallProd,857,CBA
15,1.4487,1,3 x 5 =,smallFirst,smallProd,857,CBA
12,1.149,1,2 x 6 =,smallFirst,smallProd,857,CBA
42,5.1143,1,7 x 6 =,largeFirst,largeProd,857,CBA
21,3.5637,1,3 x 7 =,smallFirst,smallProd,857,CBA
30,1.9815,1,6 x 5 =,largeFirst,largeProd,857,CBA
72,4.3461,1,8 x 9 =,smallFirst,largeProd,857,CBA
63,2.9498,1,9 x 7 =,largeFirst,largeProd,857,CBA
10,1.4842,1,5 x 2 =,largeFirst,smallProd,857,CBA
12,2.9308,1,4 x 3 =,largeFirst,smallProd,857,CBA
27,3.9321,1,9 x 3 =,largeFirst,largeProd,857,CBA
35,1.8814,1,7 x 5 =,largeFirst,largeProd,857,CBA
28,9.5752,1,4 x 7 =,smallFirst,largeProd,857,CBA
48,11.7569,1,6 x 8 =,smallFirst,largeProd,857,CBA
36,6.4279,1,4 x 9 =,smallFirst,largeProd,857,CBA
45,1.9317,1,9 x 5 =,largeFirst,largeProd,857,CBA
54,10.5245,0,7 x 8 =,smallFirst,largeProd,857,CBA
28,7.1438,1,7 x 4 =,largeFirst,largeProd,857,CBA
18,5.429,1,3 x 6 =,smallFirst,smallProd,857,CBA
21,3.1472,1,7 x 3 =,largeFirst,smallProd,857,CBA
24,7.4438,1,4 x 6 =,smallFirst,smallProd,857,CBA
72,3.5153,1,9 x 8 =,largeFirst,largeProd,857,CBA
24,17.4665,1,8 x 3 =,largeFirst,smallProd,857,CBA
12,1.2986,1,6 x 2 =,largeFirst,smallProd,857,CBA
12,1.6654,1,3 x 4 =,smallFirst,smallProd,857,CBA
54,4.7461,1,9 x 6 =,largeFirst,largeProd,857,CBA
56,2.931,1,8 x 7 =,largeFirst,largeProd,857,CBA
36,3.4635,1,9 x 4 =,largeFirst,largeProd,857,CBA
48,18.6179,1,8 x 6 =,largeFirst,largeProd,857,CBA
20,1.8341,1,5 x 4 =,largeFirst,smallProd,857,CBA
45,2.7975,1,5 x 9 =,smallFirst,largeProd,857,CBA
63,3.6136,1,7 x 9 =,smallFirst,largeProd,857,CBA
18,2.0479,1,9 x 2 =,largeFirst,smallProd,857,CBA
27,4.2464,1,3 x 9 =,smallFirst,largeProd,857,CBA
10,1.634,1,2 x 5 =,smallFirst,smallProd,857,CBA
15,1.6151,1,5 x 3 =,largeFirst,smallProd,857,CBA
32,10.8743,1,4 x 8 =,smallFirst,largeProd,857,CBA
30,3.7967,1,5 x 6 =,smallFirst,largeProd,857,CBA
35,2.25,1,5 x 7 =,smallFirst,largeProd,857,CBA
42,7.4767,1,6 x 7 =,smallFirst,largeProd,857,CBA
16,1.9649,1,2 x 8 =,smallFirst,smallProd,857,CBA
8,1.9648,1,4 x 2 =,largeFirst,smallProd,857,CBA
40,2.1812,1,8 x 5 =,largeFirst,largeProd,857,CBA
14,1.6511,1,2 x 7 =,smallFirst,smallProd,857,CBA
6,1.8648,1,2 x 3 =,smallFirst,smallProd,857,CBA
72,4.2751,1,8 x 9 =,smallFirst,largeProd,859,BAC
20,3.7748,1,4 x 5 =,smallFirst,smallProd,859,BAC
21,8.3626,1,3 x 7 =,smallFirst,smallProd,859,BAC
40,2.4466,1,5 x 8 =,smallFirst,largeProd,859,BAC
36,8.8765,1,4 x 9 =,smallFirst,largeProd,859,BAC
45,2.155,1,9 x 5 =,largeFirst,largeProd,859,BAC
35,2.9543,1,7 x 5 =,largeFirst,largeProd,859,BAC
14,1.6329,1,7 x 2 =,largeFirst,smallProd,859,BAC
18,1.3834,1,2 x 9 =,smallFirst,smallProd,859,BAC
12,3.691,1,4 x 3 =,largeFirst,smallProd,859,BAC
10,1.3694,1,5 x 2 =,largeFirst,smallProd,859,BAC
8,1.3346,1,2 x 4 =,smallFirst,smallProd,859,BAC
48,2.5022,1,6 x 8 =,smallFirst,largeProd,859,BAC
12,1.5359,1,2 x 6 =,smallFirst,smallProd,859,BAC
6,1.9945,1,3 x 2 =,largeFirst,smallProd,859,BAC
27,2.8362,1,9 x 3 =,largeFirst,largeProd,859,BAC
28,4.3166,1,4 x 7 =,smallFirst,largeProd,859,BAC
24,5.1022,1,6 x 4 =,largeFirst,smallProd,859,BAC
16,1.6333,1,8 x 2 =,largeFirst,smallProd,859,BAC
42,7.7159,1,7 x 6 =,largeFirst,largeProd,859,BAC
18,2.0649,1,6 x 3 =,largeFirst,smallProd,859,BAC
30,2.1268,1,6 x 5 =,largeFirst,largeProd,859,BAC
54,5.0188,1,6 x 9 =,smallFirst,largeProd,859,BAC
56,7.3062,1,7 x 8 =,smallFirst,largeProd,859,BAC
15,1.4802,1,3 x 5 =,smallFirst,smallProd,859,BAC
63,8.612,1,9 x 7 =,largeFirst,largeProd,859,BAC
24,1.9599,1,3 x 8 =,smallFirst,smallProd,859,BAC
32,2.1613,1,8 x 4 =,largeFirst,largeProd,859,BAC
14,1.6822,1,2 x 7 =,smallFirst,smallProd,859,BAC
63,5.5681,1,7 x 9 =,smallFirst,largeProd,859,BAC
32,2.363,1,4 x 8 =,smallFirst,largeProd,859,BAC
10,1.07,1,2 x 5 =,smallFirst,smallProd,859,BAC
24,1.731,1,4 x 6 =,smallFirst,smallProd,859,BAC
28,2.0156,1,7 x 4 =,largeFirst,largeProd,859,BAC
12,1.2932,1,6 x 2 =,largeFirst,smallProd,859,BAC
72,4.6917,1,9 x 8 =,largeFirst,largeProd,859,BAC
54,7.904,1,9 x 6 =,largeFirst,largeProd,859,BAC
42,4.0385,1,6 x 7 =,smallFirst,largeProd,859,BAC
36,5.5049,1,9 x 4 =,largeFirst,largeProd,859,BAC
6,2.1613,1,2 x 3 =,smallFirst,smallProd,859,BAC
24,2.1476,1,8 x 3 =,largeFirst,smallProd,859,BAC
20,1.5084,1,5 x 4 =,largeFirst,smallProd,859,BAC
35,4.5811,1,5 x 7 =,smallFirst,largeProd,859,BAC
16,1.4804,1,2 x 8 =,smallFirst,smallProd,859,BAC
8,2.1478,1,4 x 2 =,largeFirst,smallProd,859,BAC
48,2.7877,1,8 x 6 =,largeFirst,largeProd,859,BAC
27,1.7098,1,3 x 9 =,smallFirst,largeProd,859,BAC
18,2.2776,1,3 x 6 =,smallFirst,smallProd,859,BAC
30,2.5371,1,5 x 6 =,smallFirst,largeProd,859,BAC
45,2.0716,1,5 x 9 =,smallFirst,largeProd,859,BAC
18,1.6959,1,9 x 2 =,largeFirst,smallProd,859,BAC
12,1.1954,1,3 x 4 =,smallFirst,smallProd,859,BAC
56,6.0545,1,8 x 7 =,largeFirst,largeProd,859,BAC
40,4.1639,1,8 x 5 =,largeFirst,largeProd,859,BAC
31,2.412,0,7 x 3 =,largeFirst,smallProd,859,BAC
15,3.6423,1,5 x 3 =,largeFirst,smallProd,859,BAC
40,1.7835,1,8 x 5 =,largeFirst,largeProd,860,BCA
24,1.4492,1,8 x 3 =,largeFirst,smallProd,860,BCA
18,1.2826,1,9 x 2 =,largeFirst,smallProd,860,BCA
6,1.9001,1,2 x 3 =,smallFirst,smallProd,860,BCA
35,2.8352,1,5 x 7 =,smallFirst,largeProd,860,BCA
36,1.7483,1,9 x 4 =,largeFirst,largeProd,860,BCA
12,1.0997,1,6 x 2 =,largeFirst,smallProd,860,BCA
24,1.5167,1,4 x 6 =,smallFirst,smallProd,860,BCA
54,3.0148,1,9 x 6 =,largeFirst,largeProd,860,BCA
15,1.5507,1,5 x 3 =,largeFirst,smallProd,860,BCA
12,1.2166,1,3 x 4 =,smallFirst,smallProd,860,BCA
10,1.2002,1,2 x 5 =,smallFirst,smallProd,860,BCA
30,1.9381,1,5 x 6 =,smallFirst,largeProd,860,BCA
42,6.7671,1,6 x 7 =,smallFirst,largeProd,860,BCA
72,2.05,1,9 x 8 =,largeFirst,largeProd,860,BCA
28,1.9834,1,7 x 4 =,largeFirst,largeProd,860,BCA
40,1.8165,0,8 x 6 =,largeFirst,largeProd,860,BCA
27,1.666,1,3 x 9 =,smallFirst,largeProd,860,BCA
8,1.5332,1,4 x 2 =,largeFirst,smallProd,860,BCA
20,1.3012,1,5 x 4 =,largeFirst,smallProd,860,BCA
18,1.6,1,3 x 6 =,smallFirst,smallProd,860,BCA
45,1.5664,1,5 x 9 =,smallFirst,largeProd,860,BCA
16,1.867,1,2 x 8 =,smallFirst,smallProd,860,BCA
21,1.2326,1,7 x 3 =,largeFirst,smallProd,860,BCA
56,1.9672,1,8 x 7 =,largeFirst,largeProd,860,BCA
63,2.1162,1,7 x 9 =,smallFirst,largeProd,860,BCA
14,1.5666,1,2 x 7 =,smallFirst,smallProd,860,BCA
32,1.549,1,4 x 8 =,smallFirst,largeProd,860,BCA
24,1.9336,1,6 x 4 =,largeFirst,smallProd,860,BCA
30,1.234,1,6 x 5 =,largeFirst,largeProd,860,BCA
10,1.201,1,5 x 2 =,largeFirst,smallProd,860,BCA
72,2.9699,1,8 x 9 =,smallFirst,largeProd,860,BCA
24,1.35,1,3 x 8 =,smallFirst,smallProd,860,BCA
36,1.6,1,4 x 9 =,smallFirst,largeProd,860,BCA
12,1.0673,1,4 x 3 =,largeFirst,smallProd,860,BCA
18,1.4166,1,2 x 9 =,smallFirst,smallProd,860,BCA
6,1.4502,1,3 x 2 =,largeFirst,smallProd,860,BCA
12,1.1666,1,2 x 6 =,smallFirst,smallProd,860,BCA
15,1.2503,1,3 x 5 =,smallFirst,smallProd,860,BCA
28,1.9004,1,4 x 7 =,smallFirst,largeProd,860,BCA
48,2.4161,1,6 x 8 =,smallFirst,largeProd,860,BCA
40,1.6503,1,5 x 8 =,smallFirst,largeProd,860,BCA
63,3.4674,1,9 x 7 =,largeFirst,largeProd,860,BCA
32,1.3165,1,8 x 4 =,largeFirst,largeProd,860,BCA
42,2.57,1,7 x 6 =,largeFirst,largeProd,860,BCA
54,2.0527,1,6 x 9 =,smallFirst,largeProd,860,BCA
8,1.4308,1,2 x 4 =,smallFirst,smallProd,860,BCA
27,1.7341,1,9 x 3 =,largeFirst,largeProd,860,BCA
14,1.533,1,7 x 2 =,largeFirst,smallProd,860,BCA
16,1.381,1,8 x 2 =,largeFirst,smallProd,860,BCA
56,1.8179,1,7 x 8 =,smallFirst,largeProd,860,BCA
20,1.2669,1,4 x 5 =,smallFirst,smallProd,860,BCA
18,1.701,1,6 x 3 =,largeFirst,smallProd,860,BCA
35,1.829,1,7 x 5 =,largeFirst,largeProd,860,BCA
45,1.5973,1,9 x 5 =,largeFirst,largeProd,860,BCA
31,1.5834,0,3 x 7 =,smallFirst,smallProd,860,BCA
45,2.1651,1,5 x 9 =,smallFirst,largeProd,863,CBA
6,1.8655,1,2 x 3 =,smallFirst,smallProd,863,CBA
42,2.4984,1,6 x 7 =,smallFirst,largeProd,863,CBA
15,1.8488,1,5 x 3 =,largeFirst,smallProd,863,CBA
32,4.8604,1,4 x 8 =,smallFirst,largeProd,863,CBA
30,2.0155,1,5 x 6 =,smallFirst,largeProd,863,CBA
18,2.1987,1,3 x 6 =,smallFirst,smallProd,863,CBA
8,1.499,1,4 x 2 =,largeFirst,smallProd,863,CBA
12,1.8156,0,8 x 3 =,largeFirst,smallProd,863,CBA
28,2.5028,1,7 x 4 =,largeFirst,largeProd,863,CBA
24,1.9987,1,4 x 6 =,smallFirst,smallProd,863,CBA
48,2.0485,1,8 x 6 =,largeFirst,largeProd,863,CBA
63,7.6829,1,7 x 9 =,smallFirst,largeProd,863,CBA
12,1.832,1,6 x 2 =,largeFirst,smallProd,863,CBA
18,3.398,1,9 x 2 =,largeFirst,smallProd,863,CBA
20,2.0988,1,5 x 4 =,largeFirst,smallProd,863,CBA
72,6.9097,1,9 x 8 =,largeFirst,largeProd,863,CBA
35,2.4819,1,5 x 7 =,smallFirst,largeProd,863,CBA
27,2.0156,1,3 x 9 =,smallFirst,largeProd,863,CBA
10,1.5494,1,2 x 5 =,smallFirst,smallProd,863,CBA
21,1.5659,1,7 x 3 =,largeFirst,smallProd,863,CBA
56,4.8472,1,8 x 7 =,largeFirst,largeProd,863,CBA
54,2.1487,1,9 x 6 =,largeFirst,largeProd,863,CBA
40,1.6459,1,8 x 5 =,largeFirst,largeProd,863,CBA
16,1.7655,1,2 x 8 =,smallFirst,smallProd,863,CBA
14,1.4827,1,2 x 7 =,smallFirst,smallProd,863,CBA
36,3.115,1,9 x 4 =,largeFirst,largeProd,863,CBA
12,1.7322,1,3 x 4 =,smallFirst,smallProd,863,CBA
8,1.9988,1,2 x 4 =,smallFirst,smallProd,863,CBA
6,1.4859,1,3 x 2 =,largeFirst,smallProd,863,CBA
16,4.2141,1,8 x 2 =,largeFirst,smallProd,863,CBA
72,3.681,1,8 x 9 =,smallFirst,largeProd,863,CBA
48,2.8148,1,6 x 8 =,smallFirst,largeProd,863,CBA
14,1.4164,1,7 x 2 =,largeFirst,smallProd,863,CBA
32,2.3152,1,8 x 4 =,largeFirst,largeProd,863,CBA
20,1.6992,1,4 x 5 =,smallFirst,smallProd,863,CBA
24,2.047,0,4 x 7 =,smallFirst,largeProd,863,CBA
10,1.5656,1,5 x 2 =,largeFirst,smallProd,863,CBA
12,1.2993,1,2 x 6 =,smallFirst,smallProd,863,CBA
40,1.6822,1,5 x 8 =,smallFirst,largeProd,863,CBA
30,5.7801,1,6 x 5 =,largeFirst,largeProd,863,CBA
12,9.2614,0,2 x 9 =,smallFirst,smallProd,863,CBA
36,30.1002,1,4 x 9 =,smallFirst,largeProd,863,CBA
42,17.5904,1,7 x 6 =,largeFirst,largeProd,863,CBA
27,1.9322,1,9 x 3 =,largeFirst,largeProd,863,CBA
