digitSpanWAIS,WAISDSrt,WAISDSresponse,WAISDSscore,participant,group
2,1.89891,97,1,1000,ABC
3,1.432455,582,1,1000,ABC
4,2.214915,7286,1,1000,ABC
5,2.165515,42731,1,1000,ABC
6,3.11447,392487,1,1000,ABC
7,3.831385,6917428,1,1000,ABC
8,3.39782,3829714,0,1000,ABC
8,3.88087,58142387,0,1000,ABC
2,3.0644,97,1,500,CAB
3,4.2029,582,1,500,CAB
4,2.3027,7286,1,500,CAB
5,2.9014,42731,1,500,CAB
6,3.6854,39287,0,500,CAB
6,7.0737,694173,0,500,CAB
2,1.1819,97,1,651,ACB
3,2.1995,582,1,651,ACB
4,1.5657,7286,1,651,ACB
5,6.0984,42731,1,651,ACB
6,4.9489,392487,1,651,ACB
7,5.4976,691478,0,651,ACB
7,4.0458,487946,0,651,ACB
2,1.3632,97,1,652,ACB
3,1.1499,582,1,652,ACB
4,7.249,7826,0,652,ACB
4,2.7166,6439,1,652,ACB
5,5.6477,42731,1,652,ACB
6,3.55,392847,0,652,ACB
6,6.1891,6194873,0,652,ACB
2,2.7821,97,1,653,CBA
3,1.1161,582,1,653,CBA
4,8.0312,7826,0,653,CBA
4,4.8986,68349,0,653,CBA
2,2.9098,97,1,656,BCA
3,2.0081,582,1,656,BCA
4,3.6853,7286,1,656,BCA
5,4.0194,42731,1,656,BCA
6,7.752,392487,1,656,BCA
7,8.4933,6917428,1,656,BCA
8,15.423,38296174,1,656,BCA
9,10.7559,275863194,1,656,BCA
2,2.4475,97,1,657,ACB
3,1.1331,582,1,657,ACB
4,8.9983,7286,1,657,ACB
5,6.9483,4831,0,657,ACB
5,6.315,7838,0,657,ACB
2,1.3638,97,1,658,CAB
3,1.1999,582,1,658,CAB
4,4.1824,7286,1,658,CAB
5,4.7484,42731,1,658,CAB
6,7.1489,394287,0,658,CAB
6,5.9993,689173,0,658,CAB
2,7.1913,97,1,659,ACB
3,3.6717,582,1,659,ACB
4,4.488,7286,1,659,ACB
5,5.7241,42731,1,659,ACB
6,7.524,392487,1,659,ACB
7,8.8766,6917428,1,659,ACB
8,11.9627,38296174,1,659,ACB
9,11.0797,275863194,1,659,ACB
2,2.1827,97,1,660,CAB
3,3.0989,582,1,660,CAB
4,3.9661,78286,0,660,CAB
4,2.0168,6439,1,660,CAB
5,2.0498,42731,1,660,CAB
6,3.7323,392487,1,660,CAB
7,5.2481,6917482,0,660,CAB
7,5.8488,4897648,0,660,CAB
2,3.429,97,1,667,BAC
3,2.8448,582,1,667,BAC
4,4.0492,7286,1,667,BAC
5,4.7968,42371,0,667,BAC
5,4.5956,75836,1,667,BAC
6,6.6777,392487,1,667,BAC
7,8.1592,6497128,0,667,BAC
7,9.0424,41397628,0,667,BAC
2,2.6453,97,1,668,BCA
3,2.447,582,1,668,BCA
4,4.6614,7286,1,668,BCA
5,2.6966,42731,1,668,BCA
6,3.1125,392487,1,668,BCA
7,5.7273,6917428,1,668,BCA
8,6.0598,38296174,1,668,BCA
9,5.2425,2758614,0,668,BCA
9,3.8785,713948,0,668,BCA
2,1.7166,97,1,672,ACB
3,1.0476,582,1,672,ACB
4,1.4969,7286,1,672,ACB
5,2.5577,42731,1,672,ACB
6,3.391,392487,1,672,ACB
7,5.0853,6912748,0,672,ACB
7,3.677,4197386,0,672,ACB
2,3.0465,97,1,674,BCA
3,3.3834,582,1,674,BCA
4,4.1983,7286,1,674,BCA
5,7.0488,42731,1,674,BCA
6,7.1165,392487,1,674,BCA
7,7.4665,6917428,1,674,BCA
8,8.6154,38296174,1,674,BCA
9,9.1824,275863194,1,674,BCA
2,3.6276,97,1,675,ACB
3,2.1135,582,1,675,ACB
4,6.1629,7286,1,675,ACB
5,3.6598,42731,1,675,ACB
6,4.8807,392487,1,675,ACB
7,8.7248,692782,0,675,ACB
7,9.5556,427938,0,675,ACB
2,1.3797,97,1,676,CBA
3,1.3646,582,1,676,CBA
4,2.781,7286,1,676,CBA
5,8.9474,42781,0,676,CBA
5,3.0154,75836,1,676,CBA
6,4.3819,39287,0,676,CBA
6,4.9483,619847,0,676,CBA
2,3.1976,97,1,677,ACB
3,1.8153,582,1,677,ACB
4,2.3318,7286,1,677,ACB
5,3.1651,42731,1,677,ACB
6,6.5137,392487,1,677,ACB
7,9.879,6917428,1,677,ACB
8,8.9455,38296174,1,677,ACB
9,17.559,63473794,0,677,ACB
9,9.879,713942568,1,677,ACB
2,1.717,97,1,680,BCA
3,2.334,582,1,680,BCA
4,3.251,7286,1,680,BCA
5,2.334,42731,1,680,BCA
6,7.15,394287,0,680,BCA
6,3.366,619473,1,680,BCA
7,4.217,6197428,0,680,BCA
7,4.367,4179386,1,680,BCA
8,6.617,318972641,0,680,BCA
8,4.467,5813467,0,680,BCA
2,3.6941,97,1,681,ACB
3,1.8479,582,1,681,ACB
4,2.9467,7286,1,681,ACB
5,3.6128,42731,1,681,ACB
6,4.8783,392487,1,681,ACB
7,6.9263,6917428,1,681,ACB
8,7.0097,38296714,0,681,ACB
8,7.1769,5813472,0,681,ACB
2,2.0819,97,1,682,ACB
3,1.5659,582,1,682,ACB
4,2.3833,7286,1,682,ACB
5,2.4817,42731,1,682,ACB
6,4.3483,392487,1,682,ACB
7,5.7476,6917428,1,682,ACB
8,7.5805,38296174,1,682,ACB
9,6.7475,275863194,1,682,ACB
2,1.9814,97,1,683,CBA
3,1.849,582,1,683,CBA
4,2.6487,7286,1,683,CBA
5,2.482,42731,1,683,CBA
6,2.3822,392487,1,683,CBA
7,5.5474,6917428,1,683,CBA
8,8.1624,38296174,1,683,CBA
9,6.6469,276853794,0,683,CBA
9,4.348,7139428,0,683,CBA
2,2.353,97,1,684,CAB
3,1.5043,582,1,684,CAB
4,3.0031,7286,1,684,CAB
5,2.8555,42731,1,684,CAB
6,4.1231,392487,1,684,CAB
7,14.7033,6917428,1,684,CAB
8,10.4666,3862174,0,684,CAB
8,20.4579,5832647,0,684,CAB
2,0.732,NA,0,685,BAC
2,1.3496,NA,0,685,BAC
2,3.5004,97,1,686,BCA
3,1.1155,582,1,686,BCA
4,1.3002,7286,1,686,BCA
5,2.9162,42731,1,686,BCA
6,2.7997,392487,1,686,BCA
7,3.4176,6917428,1,686,BCA
8,10.9158,68293714,0,686,BCA
8,4.5174,53162842,0,686,BCA
2,1.981,97,1,687,ACB
3,1.2822,582,1,687,ACB
4,1.6655,7286,1,687,ACB
5,1.349,42731,1,687,ACB
6,3.448,392487,1,687,ACB
7,4.0147,6917248,0,687,ACB
7,3.7977,4179386,1,687,ACB
8,3.6982,38296174,1,687,ACB
9,6.6628,275869134,0,687,ACB
9,7.9458,7129384568,0,687,ACB
2,3.0458,97,1,689,CBA
3,1.4492,582,1,689,CBA
4,4.4139,7286,1,689,CBA
5,2.6314,42731,1,689,CBA
6,3.8649,392487,1,689,CBA
7,5.8638,6917428,1,689,CBA
8,6.8136,38296174,1,689,CBA
9,12.3938,27583914,0,689,CBA
9,7.5967,713942568,1,689,CBA
2,3.8968,97,1,690,CAB
3,1.6494,582,1,690,CAB
4,2.7321,7286,1,690,CAB
5,3.5151,42731,1,690,CAB
6,3.916,392487,1,690,CAB
7,7.498,6917428,1,690,CAB
8,8.5821,38296174,1,690,CAB
9,13.6647,245867194,0,690,CAB
9,7.4017,713942568,1,690,CAB
2,3.404,97,1,692,BCA
3,2.0193,582,1,692,BCA
4,2.6539,7286,1,692,BCA
5,4.8741,42731,1,692,BCA
6,8.1119,392487,1,692,BCA
7,6.2094,6947128,0,692,BCA
7,7.9794,4179386,1,692,BCA
8,8.613,38297364,0,692,BCA
8,15.2897,NA,0,692,BCA
2,1.9815,97,1,694,ACB
3,1.6031,582,1,694,ACB
4,2.466,7286,1,694,ACB
5,5.9981,427381,0,694,ACB
5,4.2483,75836,1,694,ACB
6,3.8471,392487,1,694,ACB
7,9.8982,69917428,0,694,ACB
7,2.2988,2,0,694,ACB
2,2.9306,97,1,695,ACB
3,2.0538,582,1,695,ACB
4,1.8933,7286,1,695,ACB
5,3.9144,42731,1,695,ACB
6,5.4408,394287,0,695,ACB
6,5.8483,619473,1,695,ACB
7,4.989,6914728,0,695,ACB
7,6.2951,4189736,0,695,ACB
2,3.1638,97,1,696,CAB
3,1.7486,582,1,696,CAB
4,3.082,7286,1,696,CAB
5,2.5989,42731,1,696,CAB
6,4.215,392487,1,696,CAB
7,5.3305,6917428,1,696,CAB
8,10.2457,38296719,0,696,CAB
8,5.2976,5813467,0,696,CAB
2,2.2485,97,1,697,BAC
3,2.5661,582,1,697,BAC
4,3.0002,7286,1,697,BAC
5,5.2661,42731,1,697,BAC
6,4.6826,394287,0,697,BAC
6,6.5167,619473,1,697,BAC
7,6.267,6917348,0,697,BAC
7,6.3997,4193786,0,697,BAC
2,3.2473,97,1,698,ACB
3,1.6156,582,1,698,ACB
4,5.6656,726,0,698,ACB
4,2.8334,6439,1,698,ACB
5,9.632,42731,1,698,ACB
6,4.8491,392487,1,698,ACB
7,9.0488,691372,0,698,ACB
7,9.6819,4187368,0,698,ACB
2,3.899,97,1,700,ABC
3,1.8408,582,1,700,ABC
4,3.1971,7286,1,700,ABC
5,3.2945,42731,1,700,ABC
6,2.995,392487,1,700,ABC
7,16.8487,692178,0,700,ABC
7,20.4669,7491386,0,700,ABC
2,5.5303,97,1,702,CAB
3,3.7487,582,1,702,CAB
4,2.2319,7286,1,702,CAB
5,3.4132,42731,1,702,CAB
6,5.3185,392487,1,702,CAB
7,5.4318,6917428,1,702,CAB
8,6.7643,38296174,1,702,CAB
9,11.6809,2758134,0,702,CAB
9,7.4152,713942568,1,702,CAB
2,2.8328,97,1,704,BCA
3,1.4841,582,1,704,BCA
4,1.7838,7286,1,704,BCA
5,3.5516,42731,1,704,BCA
6,4.4183,392487,1,704,BCA
7,6.6013,6917428,1,704,BCA
8,5.9846,3829764,0,704,BCA
8,11.4865,58132647,1,704,BCA
9,9.3547,275813694,0,704,BCA
9,10.6872,713942568,1,704,BCA
2,2.7984,97,1,705,ACB
3,1.8659,582,1,705,ACB
4,3.5824,7286,1,705,ACB
5,4.4825,42731,1,705,ACB
6,4.6491,392487,1,705,ACB
7,6.7154,6917428,1,705,ACB
8,6.5656,38296174,1,705,ACB
9,8.2486,275863194,1,705,ACB
2,6.3797,97,1,706,CAB
3,4.0148,582,1,706,CAB
4,2.832,7286,1,706,CAB
5,4.0819,42731,1,706,CAB
6,7.4802,392487,1,706,CAB
7,5.4284,6917428,1,706,CAB
8,7.4315,38296174,1,706,CAB
9,9.1624,275863194,1,706,CAB
2,1.698,97,1,708,CAB
3,2.5824,582,1,708,CAB
4,2.2343,7286,1,708,CAB
5,1.881,42731,1,708,CAB
6,3.5858,392487,1,708,CAB
7,2.7322,691,0,708,CAB
7,4.4662,437,0,708,CAB
2,3.1148,97,1,712,CAB
3,1.1059,582,1,712,CAB
4,1.2164,7286,1,712,CAB
5,1.2496,42731,1,712,CAB
6,2.3504,392487,1,712,CAB
7,3.1677,6917428,1,712,CAB
8,7.1513,38296714,0,712,CAB
8,3.4839,58132467,0,712,CAB
2,3.016,97,1,713,CBA
3,1.2841,582,1,713,CBA
4,0.5684,NA,0,713,CBA
4,4.1288,64839,0,713,CBA
2,3.4,97,1,714,ACB
3,1.736,582,1,714,ACB
4,2.088,7286,1,714,ACB
5,2.039,42731,1,714,ACB
6,3.005,392487,1,714,ACB
7,4.517,6914728,0,714,ACB
7,5.135,4917386,0,714,ACB
2,2.502,97,1,715,BAC
3,1.0491,582,1,715,BAC
4,1.3527,7286,1,715,BAC
5,4.5033,42731,1,715,BAC
6,2.3167,392487,1,715,BAC
7,7.8652,6917428,1,715,BAC
8,2.563,38296174,1,715,BAC
9,3.9665,275863194,1,715,BAC
2,2.9658,97,1,717,ACB
3,2.7664,582,1,717,ACB
4,8.8496,78926,0,717,ACB
4,4.0165,6439,1,717,ACB
5,6.2163,46731,0,717,ACB
5,7.2327,7536,0,717,ACB
2,2.4973,97,1,719,CBA
3,1.3363,582,1,719,CBA
4,2.1313,7286,1,719,CBA
5,2.0175,42731,1,719,CBA
6,4.0952,392487,1,719,CBA
7,3.8485,6917428,1,719,CBA
8,7.1428,3829164,0,719,CBA
8,7.5017,5813267,0,719,CBA
2,2.287,97,1,721,BAC
3,1.307,582,1,721,BAC
4,1.949,7286,1,721,BAC
5,2.741,42731,1,721,BAC
6,4.977,392487,1,721,BAC
7,5.714,6917248,0,721,BAC
7,7.945,4179836,0,721,BAC
2,2.0292,97,1,723,ACB
3,1.0826,582,1,723,ACB
4,2.563,7286,1,723,ACB
5,3.8289,42731,1,723,ACB
6,7.2618,39487,0,723,ACB
6,3.7115,619473,1,723,ACB
7,3.7648,6194728,0,723,ACB
7,5.3941,419768,0,723,ACB
2,2.4822,97,1,724,CAB
3,1.25,582,1,724,CAB
4,2.9826,7286,1,724,CAB
5,3.6493,42731,1,724,CAB
6,4.4163,342987,0,724,CAB
6,12.9482,694783,0,724,CAB
2,4.5805,97,1,725,ABC
3,2.6488,582,1,725,ABC
4,4.0291,7286,1,725,ABC
5,5.2807,42731,1,725,ABC
6,4.6149,392487,1,725,ABC
7,9.0934,6917428,1,725,ABC
8,8.0131,38296174,1,725,ABC
9,7.6294,275863194,1,725,ABC
2,2.6507,97,1,726,CAB
3,2.7653,582,1,726,CAB
4,3.066,7286,1,726,CAB
5,2.3841,42731,1,726,CAB
6,4.7687,392487,1,726,CAB
7,5.6345,791428,0,726,CAB
7,14.5488,4719386,0,726,CAB
2,2.054,97,1,727,BAC
3,1.176,582,1,727,BAC
4,2.129,7286,1,727,BAC
5,1.854,42731,1,727,BAC
6,2.704,392487,1,727,BAC
7,8.436,694278,0,727,BAC
7,4.488,4197386,0,727,BAC
2,2.0668,97,1,730,CAB
3,1.484,582,1,730,CAB
4,2.9196,7286,1,730,CAB
5,3.3191,42731,1,730,CAB
6,4.0042,392487,1,730,CAB
7,7.3576,6914728,0,730,CAB
7,7.2903,4179386,1,730,CAB
8,7.5578,3289674,0,730,CAB
8,9.026,58132647,1,730,CAB
9,7.5079,275863194,1,730,CAB
2,3.4128,97,1,732,CAB
3,2.1312,582,1,732,CAB
4,4.7625,7826,0,732,CAB
4,3.6134,6439,1,732,CAB
5,0.9488,3934,0,732,CAB
5,1.881,67892,0,732,CAB
2,2.3481,97,1,733,BAC
3,1.016,582,1,733,BAC
4,1.666,7286,1,733,BAC
5,1.8822,42731,1,733,BAC
6,3.899,392487,1,733,BAC
7,6.2822,6917428,1,733,BAC
8,4.7986,3829674,0,733,BAC
8,8.1153,5312867,0,733,BAC
2,7.6716,697,0,734,BCA
2,1.8644,63,1,734,BCA
3,1.9588,582,1,734,BCA
4,1.9337,7286,1,734,BCA
5,4.7362,47321,0,734,BCA
5,13.6789,785326,0,734,BCA
2,3.8982,97,1,736,ACB
3,2.6689,582,1,736,ACB
4,2.8303,7286,1,736,ACB
5,4.4827,42731,1,736,ACB
6,4.649,392487,1,736,ACB
7,5.7985,6917428,1,736,ACB
8,7.9334,38296174,1,736,ACB
9,11.5663,278563194,0,736,ACB
9,10.002,713942658,0,736,ACB
2,2.8014,97,1,738,CAB
3,0.9822,582,1,738,CAB
4,2.079,7286,1,738,CAB
5,2.9435,42731,1,738,CAB
6,4.2656,392487,1,738,CAB
7,11.0002,691742,0,738,CAB
7,6.9141,4179386,1,738,CAB
8,7.7775,38296174,1,738,CAB
9,16.9307,2783974,0,738,CAB
9,5.099,713942568,1,738,CAB
2,2.0964,97,1,739,BCA
3,1.4149,582,1,739,BCA
4,2.2119,7286,1,739,BCA
5,1.9656,42731,1,739,BCA
6,3.7283,392487,1,739,BCA
7,6.1989,6917428,1,739,BCA
8,14.3813,28396174,0,739,BCA
8,7.9145,81352647,0,739,BCA
2,5.2994,97,1,740,BCA
3,1.462,582,1,740,BCA
4,2.1109,7286,1,740,BCA
5,2.6257,42731,1,740,BCA
6,1.8783,392487,1,740,BCA
7,5.7676,69414728,0,740,BCA
7,4.6031,4179386,1,740,BCA
8,6.2827,382961784,0,740,BCA
8,8.2606,582362487,0,740,BCA
2,2.9433,97,1,741,ACB
3,2.3706,582,1,741,ACB
4,2.5086,7286,1,741,ACB
5,3.7904,42731,1,741,ACB
6,6.0058,392487,1,741,ACB
7,10.1792,6917428,1,741,ACB
8,12.0602,38296174,1,741,ACB
9,11.8874,275863194,1,741,ACB
2,2.5314,97,1,742,ABC
3,1.4645,582,1,742,ABC
4,2.1547,7286,1,742,ABC
5,2.2001,42731,1,742,ABC
6,3.5635,392487,1,742,ABC
7,4.5508,6917428,1,742,ABC
8,5.8325,38296174,1,742,ABC
9,5.0102,275863194,1,742,ABC
2,2.1002,97,1,743,CBA
3,0.6837,582,1,743,CBA
4,1.1832,7286,1,743,CBA
5,1.148,42731,1,743,CBA
6,1.7518,392487,1,743,CBA
7,2.6495,6947128,0,743,CBA
7,2.1819,4179386,1,743,CBA
8,2.1999,38296174,1,743,CBA
9,2.8494,271963184,0,743,CBA
9,3.8311,713958426,0,743,CBA
2,2.898,97,1,745,BAC
3,2.2652,582,1,745,BAC
4,3.3275,7286,1,745,BAC
5,3.0691,42731,1,745,BAC
6,6.0154,392487,1,745,BAC
7,8.8651,6914728,0,745,BAC
7,14.3098,4193786,0,745,BAC
2,3.3146,97,1,746,ABC
3,1.8827,582,1,746,ABC
4,3.9823,7286,1,746,ABC
5,3.849,42731,1,746,ABC
6,4.3327,39287,0,746,ABC
6,6.4655,61973,0,746,ABC
2,2.3432,97,1,747,ACB
3,2.7808,582,1,747,ACB
4,2.3988,7286,1,747,ACB
5,3.2773,42731,1,747,ACB
6,4.9005,392847,0,747,ACB
6,6.343,619473,1,747,ACB
7,6.3628,6917428,1,747,ACB
8,6.0133,38296174,1,747,ACB
9,6.7131,275863194,1,747,ACB
2,7.3421,97,1,748,ABC
3,3.9292,582,1,748,ABC
4,5.6112,7286,1,748,ABC
5,7.9256,42731,1,748,ABC
6,11.3723,392487,1,748,ABC
7,9.9899,6917428,1,748,ABC
8,10.9057,38296174,1,748,ABC
9,15.2182,275863194,1,748,ABC
2,2.3986,17,0,749,ABC
2,1.2163,9,0,749,ABC
2,1.7973,97,1,750,ABC
3,1.0484,582,1,750,ABC
4,1.6314,7286,1,750,ABC
5,2.4148,42731,1,750,ABC
6,3.1637,392487,1,750,ABC
7,3.2805,6971248,0,750,ABC
7,4.6292,4179826,0,750,ABC
2,2.0664,97,1,751,BAC
3,1.3505,582,1,751,BAC
4,2.1016,7286,1,751,BAC
5,4.4525,42731,1,751,BAC
6,5.6363,392487,1,751,BAC
7,5.4853,6917428,1,751,BAC
8,6.2369,38296174,1,751,BAC
9,5.886,275861914,0,751,BAC
9,6.0519,714396288,0,751,BAC
2,1.748,97,1,752,BCA
3,1.066,582,1,752,BCA
4,1.399,7286,1,752,BCA
5,2.132,42731,1,752,BCA
6,2.165,392487,1,752,BCA
7,3.082,6917428,1,752,BCA
8,8.283,36296142,0,752,BCA
8,6.05,58132687,0,752,BCA
2,3.4968,97,1,753,ACB
3,1.8123,582,1,753,ACB
4,1.5859,7286,1,753,ACB
5,2.103,42731,1,753,ACB
6,3.478,392487,1,753,ACB
7,3.4018,6917428,1,753,ACB
8,8.8458,38296174,1,753,ACB
9,9.3791,275819634,0,753,ACB
9,5.8971,713942568,1,753,ACB
2,2.4847,97,1,754,ABC
3,0.9009,582,1,754,ABC
4,1.9685,7286,1,754,ABC
5,2.4692,42731,1,754,ABC
6,2.1687,392487,1,754,ABC
7,3.2865,6917428,1,754,ABC
8,3.8703,3821674,0,754,ABC
8,5.5055,58132647,1,754,ABC
9,6.6566,271594,0,754,ABC
9,5.0548,7942568,0,754,ABC
2,4.651,97,1,755,CBA
3,1.801,582,1,755,CBA
4,2.848,7286,1,755,CBA
5,2.798,42731,1,755,CBA
6,4.748,392487,1,755,CBA
7,5.298,6917428,1,755,CBA
8,4.231,NA,0,755,CBA
8,4.866,58132467,0,755,CBA
2,3.8618,97,1,756,CAB
3,2.5831,582,1,756,CAB
4,2.2995,7286,1,756,CAB
5,3.5149,42731,1,756,CAB
6,4.3507,392487,1,756,CAB
7,8.3475,6917428,1,756,CAB
8,10.8218,38296174,1,756,CAB
9,14.0464,275863194,1,756,CAB
2,2.9318,97,1,758,BCA
3,1.5329,582,1,758,BCA
4,3.3661,7286,1,758,BCA
5,3.9496000000000002,427321,0,758,BCA
5,2.9827,75836,1,758,BCA
6,3.4995,392487,1,758,BCA
7,4.4329,697428,0,758,BCA
7,5.7992,4179836,0,758,BCA
2,2.0013,91,0,759,ABC
2,0.9491,63,1,759,ABC
3,1.1642,852,0,759,ABC
3,3.9783,694,1,759,ABC
4,3.1467,7286,1,759,ABC
5,4.5171,42731,1,759,ABC
6,4.029,392487,1,759,ABC
7,4.6821,6917248,0,759,ABC
7,3.7913,123,0,759,ABC
2,2.2484,97,1,760,ABC
3,1.9495,582,1,760,ABC
4,3.0496,7826,0,760,ABC
4,7.533,64639,0,760,ABC
2,2.0336,97,1,761,CBA
3,1.6663,582,1,761,CBA
4,3.3336,7286,1,761,CBA
5,3.2495,42731,1,761,CBA
6,5.3339,392487,1,761,CBA
7,7.6995,6791428,0,761,CBA
7,8.6825,419386,0,761,CBA
2,3.5546,97,1,762,CAB
3,1.9832,582,1,762,CAB
4,2.7875,7286,1,762,CAB
5,3.6922,42731,1,762,CAB
6,5.2076,392487,1,762,CAB
7,6.2402,6917428,1,762,CAB
8,6.9885,38296174,1,762,CAB
9,14.5624,275826194,0,762,CAB
9,8.0531,713942568,1,762,CAB
2,2.165,97,1,763,BAC
3,1.365,582,1,763,BAC
4,2.048,7286,1,763,BAC
5,2.565,42731,1,763,BAC
6,3.765,392487,1,763,BAC
7,4.63,6917248,0,763,BAC
7,5.415,4179386,1,763,BAC
8,5.181,38296174,1,763,BAC
9,9.248,275864194,0,763,BAC
9,11.146,917642968,0,763,BAC
2,5.6162,97,1,764,BCA
3,2.699,582,1,764,BCA
4,5.1275,7286,1,764,BCA
5,5.295,42731,1,764,BCA
6,7.7637,392487,1,764,BCA
7,10.8791,6917428,1,764,BCA
8,22.0448,38296174,1,764,BCA
9,12.0517,275863194,1,764,BCA
2,1.6814,97,1,765,ABC
3,1.0825,582,1,765,ABC
4,1.0992,7286,1,765,ABC
5,1.9154,42731,1,765,ABC
6,4.8631,392487,1,765,ABC
7,5.5968,6917428,1,765,ABC
8,3.9977,38927164,0,765,ABC
8,3.4812,58132647,1,765,ABC
9,6.4465,7318294,0,765,ABC
9,8.3288,71394368,0,765,ABC
2,2.6983,97,1,767,CBA
3,1.666,582,1,767,CBA
4,2.6667,7286,1,767,CBA
5,2.2999,42731,1,767,CBA
6,3.2162,392487,1,767,CBA
7,4.0665,6947128,0,767,CBA
7,5.1493,4193786,0,767,CBA
2,1.7325,97,1,769,BAC
3,1.1852,582,1,769,BAC
4,2.4361,7286,1,769,BAC
5,4.0809,428371,0,769,BAC
5,2.5332,75836,1,769,BAC
6,3.7666,392487,1,769,BAC
7,7.1656,69174958,0,769,BAC
7,4.9999,4179386,1,769,BAC
8,6.7491,3869417,0,769,BAC
8,6.446,58132647,1,769,BAC
9,8.2353,274568197,0,769,BAC
9,7.9657,71395438,0,769,BAC
2,2.9999,97,1,770,BCA
3,1.3321,582,1,770,BCA
4,3.132,7286,1,770,BCA
5,2.8681,42731,1,770,BCA
6,5.0299,392487,1,770,BCA
7,5.848,6917428,1,770,BCA
8,6.3808,32896714,0,770,BCA
8,4.9813,58312647,0,770,BCA
2,3.8652,97,1,771,ACB
3,2.8313,582,1,771,ACB
4,1.6011,7286,1,771,ACB
5,2.0204,42731,1,771,ACB
6,2.6166,392487,1,771,ACB
7,4.1753,6917428,1,771,ACB
8,3.5614,38296174,1,771,ACB
9,9.9827,2798637914,0,771,ACB
9,5.1963,713954268,0,771,ACB
2,1.36,97,1,772,ABC
3,0.678,582,1,772,ABC
4,1.216,7286,1,772,ABC
5,1.575,42731,1,772,ABC
6,2.527,392487,1,772,ABC
7,2.384,6917428,1,772,ABC
8,3.086,38296174,1,772,ABC
9,4.348,275863914,0,772,ABC
9,6.073,793142586,0,772,ABC
2,2.7328,97,1,773,CBA
3,1.0669,582,1,773,CBA
4,1.6842,7286,1,773,CBA
5,2.4176,42731,1,773,CBA
6,3.3682,392847,0,773,CBA
6,4.3182,619463,0,773,CBA
2,2.4471,97,1,775,BAC
3,1.4322,582,1,775,BAC
4,3.3982,7286,1,775,BAC
5,4.3815,72431,0,775,BAC
