typedNumber,typingRT,answerCorr,participant,group
36,1.2692,1,792,CAB
42,1.1703,1,792,CAB
35,1.3002,1,792,CAB
63,1.4464,1,792,CAB
14,1.0659,1,792,CAB
8,1.3294,1,792,CAB
40,2.45,1,792,CAB
16,1.167,1,792,CAB
30,1.9157,1,793,BAC
21,0.9664,1,793,BAC
18,1.2496,1,793,BAC
56,1.3165,1,793,BAC
14,1.1995,1,793,BAC
36,1.8328,1,793,BAC
27,1.1997,1,793,BAC
9,1.116,1,793,BAC
20,1.5994,1,793,BAC
72,1.5833,1,793,BAC
10,1.2664,1,793,BAC
45,1.1995,1,793,BAC
15,1.0656,1,793,BAC
54,1.0159,1,793,BAC
32,1.7328,1,793,BAC
48,1.4832,1,793,BAC
35,1.183,1,793,BAC
28,1.5496,1,793,BAC
64,2.2164,1,793,BAC
8,1.1161,1,793,BAC
63,1.4328,1,793,BAC
12,0.8493,1,793,BAC
24,1.1491,1,793,BAC
42,1.0326,1,793,BAC
40,1.4496,1,793,BAC
16,1.1329,1,793,BAC
6,0.9831,1,793,BAC
49,1.2997,1,793,BAC
35,1.2961,1,794,BCA
36,1.1293,1,794,BCA
40,1.3457,1,794,BCA
56,1.6613,1,794,BCA
48,1.2626,1,794,BCA
30,1.2791,1,794,BCA
45,1.1128,1,794,BCA
64,1.279,1,794,BCA
9,1.1626,1,794,BCA
49,1.2463,1,794,BCA
63,1.2625,1,794,BCA
14,1.1952,1,794,BCA
20,2.7911,1,794,BCA
28,1.1136,1,794,BCA
10,0.9633,1,794,BCA
18,1.0796,1,794,BCA
24,1.2135,1,794,BCA
15,1.0463,1,794,BCA
8,1.279,1,794,BCA
6,1.1797,1,794,BCA
32,1.0795,1,794,BCA
27,2.1428,1,794,BCA
21,0.963,1,794,BCA
12,0.7959,1,794,BCA
16,1.0628,1,794,BCA
72,1.5457,1,794,BCA
54,1.1624,1,794,BCA
42,1.1462,1,794,BCA
18,1.4311,1,795,ACB
32,1.0325,1,795,ACB
6,0.9815,1,795,ACB
48,1.4483,1,795,ACB
10,1.0361,1,795,ACB
24,0.8992,1,795,ACB
36,1.3155,1,795,ACB
56,1.1312,1,795,ACB
63,1.4645,1,795,ACB
20,1.0652,1,795,ACB
12,0.953,1,795,ACB
15,0.9493,1,795,ACB
9,0.9499,1,795,ACB
40,1.2985,1,795,ACB
54,0.9824,1,795,ACB
64,1.1152,1,795,ACB
8,1.3655,1,795,ACB
45,0.9487,1,795,ACB
72,1.8141,1,795,ACB
28,1.6145,1,795,ACB
30,1.232,1,795,ACB
35,1.0659,1,795,ACB
27,1.2486,1,795,ACB
21,0.9657,1,795,ACB
49,1.265,1,795,ACB
14,1.0825,1,795,ACB
16,1.116,1,795,ACB
42,1.349,1,795,ACB
42,1.366,1,796,ABC
6,1.316,1,796,ABC
21,1.032,1,796,ABC
36,1.433,1,796,ABC
48,1.8,1,796,ABC
35,1.199,1,796,ABC
27,1.449,1,796,ABC
10,1.099,1,796,ABC
30,1.25,1,796,ABC
72,1.3,1,796,ABC
45,1.167,1,796,ABC
18,1.232,1,796,ABC
24,1.15,1,796,ABC
63,1.724,1,796,ABC
1,0.935,0,796,ABC
28,1.417,1,796,ABC
40,1.884,1,796,ABC
64,1.567,1,796,ABC
20,1.116,1,796,ABC
32,1.049,1,796,ABC
8,1.434,1,796,ABC
54,1.283,1,796,ABC
14,1.15,1,796,ABC
16,1.267,1,796,ABC
56,1.4,1,796,ABC
49,1.633,1,796,ABC
9,1.366,1,796,ABC
15,5,1,796,ABC
14,1.4325,1,797,CBA
12,1.0152,1,797,CBA
54,1.2983,1,797,CBA
35,1.4984,1,797,CBA
18,1.4148,1,797,CBA
48,1.9813,1,797,CBA
8,1.4152,1,797,CBA
45,1.3327,1,797,CBA
21,1.3483,1,797,CBA
10,1.3164,1,797,CBA
15,1.1988,1,797,CBA
36,1.2908,1,797,CBA
64,1.7148,1,797,CBA
30,1.3825,1,797,CBA
32,1.1314,1,797,CBA
16,1.5656,1,797,CBA
20,1.6309,1,797,CBA
56,1.9481,1,797,CBA
63,2.2489,1,797,CBA
24,1.4489,1,797,CBA
49,1.5818,1,797,CBA
9,1.5662,1,797,CBA
40,1.6323,1,797,CBA
42,1.2986,1,797,CBA
28,1.4317,1,797,CBA
72,1.6645,1,797,CBA
6,1.4316,1,797,CBA
27,1.5312,1,797,CBA
15,1.199,1,800,BCA
32,1.099,1,800,BCA
6,1.316,1,800,BCA
54,1.35,1,800,BCA
45,1.267,1,800,BCA
10,1.183,1,800,BCA
20,1.3,1,800,BCA
16,1.217,1,800,BCA
8,1.116,1,800,BCA
49,1.599,1,800,BCA
14,1.049,1,800,BCA
35,1.216,1,800,BCA
18,1.033,1,800,BCA
72,1.767,1,800,BCA
63,1.833,1,800,BCA
42,1.283,1,800,BCA
24,1.017,1,800,BCA
40,1.467,1,800,BCA
30,1.316,1,800,BCA
21,1.016,1,800,BCA
27,1.3,1,800,BCA
28,1.232,1,800,BCA
48,1.949,1,800,BCA
56,1.417,1,800,BCA
64,1.6,1,800,BCA
12,0.917,1,800,BCA
9,1.118,1,800,BCA
36,1.417,1,800,BCA
63,1.3505,1,801,ABC
12,0.7501,1,801,ABC
30,1.1838,1,801,ABC
35,1.1168,1,801,ABC
45,1.0002,1,801,ABC
6,1.0333,1,801,ABC
9,1.0003,1,801,ABC
36,1.1672,1,801,ABC
42,1.4839,1,801,ABC
18,1.0167,1,801,ABC
8,1.0337,1,801,ABC
54,1.8506,1,801,ABC
40,1.234,1,801,ABC
27,2.1173,1,801,ABC
15,1.0835,1,801,ABC
56,1.2343,1,801,ABC
72,1.0835,1,801,ABC
10,0.9671,1,801,ABC
24,0.8833,1,801,ABC
14,0.9671,1,801,ABC
21,0.7502,1,801,ABC
16,1.0666,1,801,ABC
48,2.651,1,801,ABC
28,0.9669,1,801,ABC
64,1.1837,1,801,ABC
32,0.8503,1,801,ABC
20,1.1005,1,801,ABC
49,1.3169,1,801,ABC
45,1.6485,1,802,ABC
49,1.3305,1,802,ABC
72,1.5531,1,802,ABC
12,0.919,1,802,ABC
56,1.5326,1,802,ABC
10,0.9771,1,802,ABC
14,1.1997,1,802,ABC
54,1.4153,1,802,ABC
40,1.6489,1,802,ABC
63,1.8368,1,802,ABC
64,2.0023,1,802,ABC
30,2.0588,1,802,ABC
32,1.3496,1,802,ABC
27,1.4259,1,802,ABC
8,0.9875,1,802,ABC
36,1.5103,1,802,ABC
15,1.1466,1,802,ABC
20,1.3754,1,802,ABC
24,1.2814,1,802,ABC
9,1.2852,1,802,ABC
18,1.2256,1,802,ABC
6,1.119,1,802,ABC
21,0.9699,1,802,ABC
48,1.3259,1,802,ABC
35,1.382,1,802,ABC
16,1.414,1,802,ABC
42,1.3816,1,802,ABC
28,1.3161,1,802,ABC
36,1.8628,1,803,CBA
40,1.4973,1,803,CBA
18,1.4477,1,803,CBA
15,1.1976,1,803,CBA
2,1.148,0,803,CBA
24,1.2314,1,803,CBA
72,1.547,1,803,CBA
45,1.3139,1,803,CBA
9,1.3312,1,803,CBA
35,1.1479,1,803,CBA
10,1.231,1,803,CBA
64,1.5139,1,803,CBA
30,1.4639,1,803,CBA
49,1.6802,1,803,CBA
12,1.0646,1,803,CBA
63,1.7136,1,803,CBA
42,1.3807,1,803,CBA
48,1.8802,1,803,CBA
14,1.1979,1,803,CBA
6,1.0483,1,803,CBA
56,1.3144,1,803,CBA
28,1.88,1,803,CBA
16,1.2813,1,803,CBA
32,1.0149,1,803,CBA
8,1.3475,1,803,CBA
20,1.5129,1,803,CBA
54,1.2479,1,803,CBA
21,1.0487,1,803,CBA
28,1.5475,1,804,CAB
24,1.2321,1,804,CAB
54,0.999,1,804,CAB
45,0.9329,1,804,CAB
12,0.9121,1,804,CAB
8,1.1656,1,804,CAB
18,1.1016,1,804,CAB
9,1.0321,1,804,CAB
35,1.2826,1,804,CAB
49,1.165,1,804,CAB
63,1.1656,1,804,CAB
56,1.0608,1,804,CAB
42,1.2815,1,804,CAB
27,1.2646,1,804,CAB
36,1.2155,1,804,CAB
48,1.1147,1,804,CAB
16,1.3316,1,804,CAB
64,1.1982,1,804,CAB
32,1.0311,1,804,CAB
20,0.9992,1,804,CAB
14,0.8979,1,804,CAB
72,1.2644,1,804,CAB
21,0.8145,1,804,CAB
15,0.9808,1,804,CAB
6,0.9194,1,804,CAB
40,1.0151,1,804,CAB
10,0.8822,1,804,CAB
30,1.4011,1,804,CAB
20,1.5493,1,805,BAC
15,1.4491,1,805,BAC
35,1.6822,1,805,BAC
49,2.0146,1,805,BAC
42,1.5977,1,805,BAC
40,1.5816,1,805,BAC
24,1.4313,1,805,BAC
6,1.5983,1,805,BAC
16,2.1304,1,805,BAC
10,1.6318,1,805,BAC
72,2.1307,1,805,BAC
21,1.2322,1,805,BAC
27,1.3323,1,805,BAC
18,2.698,1,805,BAC
48,1.9649,1,805,BAC
36,1.5642,1,805,BAC
14,1.2821,1,805,BAC
45,1.482,1,805,BAC
63,2.3806,1,805,BAC
54,1.7315,1,805,BAC
56,1.4985,1,805,BAC
12,1.2154,1,805,BAC
64,1.7655,1,805,BAC
30,1.5318,1,805,BAC
32,1.5155,1,805,BAC
9,1.8481,1,805,BAC
28,1.6981,1,805,BAC
8,1.3483,1,805,BAC
15,1.1997,1,806,ABC
12,0.8503,1,806,ABC
48,1.2998,1,806,ABC
40,1.3001,1,806,ABC
45,1.1829,1,806,ABC
42,1.2332,1,806,ABC
18,1.4683,1,806,ABC
72,1.4505,1,806,ABC
27,1.0658,1,806,ABC
30,1.1165,1,806,ABC
24,1.0669,1,806,ABC
49,1.2666,1,806,ABC
6,1.1499,1,806,ABC
64,1.6163,1,806,ABC
21,1.0832,1,806,ABC
63,1.6153,1,806,ABC
9,1.0517,1,806,ABC
8,0.9995,1,806,ABC
20,1.1656,1,806,ABC
56,1.2835,1,806,ABC
54,1.8013,1,806,ABC
32,0.9678,1,806,ABC
10,1.0497,1,806,ABC
35,1.1165,1,806,ABC
36,2.8337,1,806,ABC
14,1.0344,1,806,ABC
16,1.0145,1,806,ABC
28,1.117,1,806,ABC
6,1.033,1,808,ABC
42,1.0161,1,808,ABC
40,1.3661,1,808,ABC
54,0.9827,1,808,ABC
24,0.9161,1,808,ABC
35,0.9334,1,808,ABC
63,1.4163,1,808,ABC
20,0.9661,1,808,ABC
56,1.2334,1,808,ABC
72,1.5164,1,808,ABC
15,1.0828,1,808,ABC
27,1.0666,1,808,ABC
9,0.8991,1,808,ABC
21,0.866,1,808,ABC
3,1.0662,0,808,ABC
8,0.9332,1,808,ABC
14,0.9833,1,808,ABC
45,1.0665,1,808,ABC
64,1.3321,1,808,ABC
49,1.3834,1,808,ABC
18,1.2161,1,808,ABC
16,0.9662,1,808,ABC
12,0.7162,1,808,ABC
32,0.8165,1,808,ABC
28,1.0661,1,808,ABC
36,1.7495,1,808,ABC
48,1.2326,1,808,ABC
10,1.0996,1,808,ABC
32,1.3992,1,809,CBA
9,1.4149,1,809,CBA
6,1.6449,1,809,CBA
30,1.6829,1,809,CBA
18,1.7822,1,809,CBA
12,1.1027,1,809,CBA
16,1.1987,1,809,CBA
28,2.0316,1,809,CBA
20,1.4345,1,809,CBA
63,2.1478,1,809,CBA
40,1.402,1,809,CBA
45,1.564,1,809,CBA
72,1.5314,1,809,CBA
24,2.2788,1,809,CBA
42,1.4822,1,809,CBA
64,2.234,1,809,CBA
27,1.6019,1,809,CBA
14,1.8177,1,809,CBA
15,1.4663,1,809,CBA
8,1.6984,1,809,CBA
36,2.7117,1,809,CBA
49,1.8191,1,809,CBA
56,1.4792,1,809,CBA
21,1.0816,1,809,CBA
48,1.7307,1,809,CBA
54,1.5493,1,809,CBA
35,2.2803,1,809,CBA
12,6.3523,1,810,CAB
10,3.3188,1,810,CAB
63,2.2512,1,810,CAB
6,1.7515,1,810,CAB
14,1.7515,1,810,CAB
56,1.4854,1,810,CAB
8,1.4017,1,810,CAB
40,1.8012,1,810,CAB
49,1.9345,1,810,CAB
32,1.5344,1,810,CAB
42,1.6342,1,810,CAB
21,1.7013,1,810,CAB
20,1.8843,1,810,CAB
30,1.7672,1,810,CAB
27,1.8843,1,810,CAB
36,2.2176,1,810,CAB
28,1.7011,1,810,CAB
35,2.0173,1,810,CAB
72,2.1181,1,810,CAB
24,1.7179,1,810,CAB
15,4.1019,1,810,CAB
54,1.968,1,810,CAB
488,2.6028,0,810,CAB
64,1.9178,1,810,CAB
18,2.4018,1,810,CAB
16,1.9008,1,810,CAB
45,1.7512,1,810,CAB
9,1.3012,1,810,CAB
40,1.5992,1,811,BAC
49,1.6663,1,811,BAC
12,1.2336,1,811,BAC
14,1.1997,1,811,BAC
21,1.316,1,811,BAC
8,1.2665,1,811,BAC
9,1.2328,1,811,BAC
10,1.5161,1,811,BAC
48,1.6327,1,811,BAC
16,1.4162,1,811,BAC
24,1.7662,1,811,BAC
6,1.3327,1,811,BAC
64,1.4832,1,811,BAC
36,1.6662,1,811,BAC
56,2.0325,1,811,BAC
15,1.5325,1,811,BAC
72,1.6158,1,811,BAC
54,1.4831,1,811,BAC
27,1.5991,1,811,BAC
45,1.3663,1,811,BAC
20,1.3991,1,811,BAC
42,1.4994,1,811,BAC
30,1.4659,1,811,BAC
32,1.5161,1,811,BAC
28,1.4826,1,811,BAC
18,1.4658,1,811,BAC
35,1.3663,1,811,BAC
63,1.666,1,811,BAC
6,1.0982,1,812,BCA
30,1.3174,1,812,BCA
12,0.8814,1,812,BCA
72,1.3836,1,812,BCA
49,1.2161,1,812,BCA
32,1.1,1,812,BCA
9,0.8494,1,812,BCA
40,1.1991,1,812,BCA
45,0.9828,1,812,BCA
36,1.0479,1,812,BCA
16,1.1144,1,812,BCA
27,1.2517,1,812,BCA
24,0.9327,1,812,BCA
56,1.0334,1,812,BCA
20,1.1648,1,812,BCA
21,0.9163,1,812,BCA
63,1.5325,1,812,BCA
64,1.1497,1,812,BCA
48,1.0499,1,812,BCA
35,1.4648,1,812,BCA
54,1.0997,1,812,BCA
28,1.2003,1,812,BCA
42,1.1646,1,812,BCA
18,1.1167,1,812,BCA
10,1.0664,1,812,BCA
15,1.0834,1,812,BCA
14,0.8829,1,812,BCA
8,0.9166,1,812,BCA
20,1.6938,1,813,ACB
18,1.5022,1,813,ACB
63,1.7972,1,813,ACB
28,1.3944,1,813,ACB
49,1.5023,1,813,ACB
24,1.6479,1,813,ACB
16,1.5442,1,813,ACB
40,1.6118,1,813,ACB
12,1.1479,1,813,ACB
72,1.464,1,813,ACB
36,1.551,1,813,ACB
35,1.4116,1,813,ACB
64,1.5975,1,813,ACB
48,1.8303,1,813,ACB
14,1.3015,1,813,ACB
10,1.3776,1,813,ACB
21,1.1463,1,813,ACB
32,1.3684,1,813,ACB
54,1.9639,1,813,ACB
27,1.6656,1,813,ACB
30,1.5178,1,813,ACB
56,1.8775,1,813,ACB
42,2.0359,1,813,ACB
15,1.6646,1,813,ACB
6,1.3631,1,813,ACB
8,1.1641,1,813,ACB
9,1.0526,1,813,ACB
45,1.6312,1,813,ACB
6,1.4157,1,814,ABC
24,1.6327,1,814,ABC
10,1.4992,1,814,ABC
63,2.049,1,814,ABC
42,1.7493,1,814,ABC
45,3.1818,1,814,ABC
49,2.3488,1,814,ABC
14,1.5824,1,814,ABC
30,1.5493,1,814,ABC
21,3.0653,1,814,ABC
8,1.8158,1,814,ABC
54,2.349,1,814,ABC
32,1.166,1,814,ABC
72,2.0489,1,814,ABC
9,1.5491,1,814,ABC
36,1.7323,1,814,ABC
48,2.0823,1,814,ABC
40,1.6325,1,814,ABC
56,2.2821,1,814,ABC
27,2.8487,1,814,ABC
12,1.5159,1,814,ABC
20,1.5158,1,814,ABC
64,2.0824,1,814,ABC
28,1.8493,1,814,ABC
16,1.9657,1,814,ABC
15,1.5659,1,814,ABC
35,2.6489,1,814,ABC
18,1.6491,1,814,ABC
12,0.9822,1,815,CBA
8,1.2158,1,815,CBA
45,0.999,1,815,CBA
14,0.9662,1,815,CBA
20,1.1326,1,815,CBA
63,1.3317,1,815,CBA
72,1.2987,1,815,CBA
10,1.1486,1,815,CBA
15,1.0991,1,815,CBA
28,1.3324,1,815,CBA
42,1.4323,1,815,CBA
16,1.0992,1,815,CBA
6,1.1483,1,815,CBA
35,1.6661,1,815,CBA
40,1.3492,1,815,CBA
27,1.314,1,815,CBA
49,1.4825,1,815,CBA
54,1.2826,1,815,CBA
64,1.4657,1,815,CBA
21,0.9156,1,815,CBA
36,1.3324,1,815,CBA
32,1.0155,1,815,CBA
9,1.2323,1,815,CBA
30,1.5986,1,815,CBA
24,1.4158,1,815,CBA
48,1.3657,1,815,CBA
18,1.5659,1,815,CBA
56,1.4991,1,815,CBA
27,1.6994,1,816,CAB
8,1.0828,1,816,CAB
72,1.5168,1,816,CAB
20,0.9658,1,816,CAB
6,1.0163,1,816,CAB
15,0.9329,1,816,CAB
54,1.0988,1,816,CAB
49,1.3241,1,816,CAB
9,0.8225,1,816,CAB
10,0.9211,1,816,CAB
30,1.7265,1,816,CAB
36,1.0823,1,816,CAB
63,1.437,1,816,CAB
32,1.2161,1,816,CAB
14,0.861,1,816,CAB
35,1.6326,1,816,CAB
21,0.9112,1,816,CAB
16,1.0161,1,816,CAB
56,1.2286,1,816,CAB
24,1.154,1,816,CAB
42,1.067,1,816,CAB
45,1.0825,1,816,CAB
64,1.6497,1,816,CAB
12,0.8954,1,816,CAB
48,1.3486,1,816,CAB
18,0.9439,1,816,CAB
28,1.0328,1,816,CAB
40,1.2657,1,816,CAB
35,2.0993,1,817,BAC
36,1.7164,1,817,BAC
48,1.4847,1,817,BAC
45,1.4327,1,817,BAC
12,1.3164,1,817,BAC
20,1.3517,1,817,BAC
8,1.5842,1,817,BAC
56,1.5148,1,817,BAC
27,1.5829,1,817,BAC
16,1.3167,1,817,BAC
54,1.4847,1,817,BAC
64,1.4177,1,817,BAC
9,1.0652,1,817,BAC
63,1.7496,1,817,BAC
6,1.1496,1,817,BAC
14,1.1664,1,817,BAC
15,1.3497,1,817,BAC
40,1.3827,1,817,BAC
24,1.1651,1,817,BAC
42,1.5181,1,817,BAC
21,1.0491,1,817,BAC
49,1.3662,1,817,BAC
10,1.1829,1,817,BAC
72,1.5994,1,817,BAC
30,1.2829,1,817,BAC
18,1.2478,1,817,BAC
32,1.1017,1,817,BAC
28,1.1328,1,817,BAC
35,1.5163,1,818,ABC
27,1.7823,1,818,ABC
24,1.0001,1,818,ABC
54,1.3343,1,818,ABC
32,1.0164,1,818,ABC
8,1.0997,1,818,ABC
15,1.1324,1,818,ABC
28,1.2172,1,818,ABC
10,1.034,1,818,ABC
21,1.0685,1,818,ABC
9,1.0168,1,818,ABC
30,1.2011,1,818,ABC
64,1.5999,1,818,ABC
63,1.6331,1,818,ABC
6,0.9166,1,818,ABC
16,1.167,1,818,ABC
56,1.133,1,818,ABC
72,1.3164,1,818,ABC
42,1.1489,1,818,ABC
49,1.6178,1,818,ABC
14,0.9496,1,818,ABC
18,1.3843,1,818,ABC
45,1.1166,1,818,ABC
12,0.8826,1,818,ABC
20,1.0679,1,818,ABC
48,1.5164,1,818,ABC
40,1.7845,1,818,ABC
36,1.5154,1,818,ABC
72,1.5115,1,819,ABC
42,1.1627,1,819,ABC
10,0.9967,1,819,ABC
56,1.2786,1,819,ABC
36,1.1791,1,819,ABC
48,1.3623,1,819,ABC
9,1.046,1,819,ABC
49,1.3952,1,819,ABC
24,1.1966,1,819,ABC
64,1.1461,1,819,ABC
15,1.1458,1,819,ABC
8,0.8637,1,819,ABC
21,1.1121,1,819,ABC
45,1.1628,1,819,ABC
18,1.4111,1,819,ABC
27,1.0793,1,819,ABC
35,1.0967,1,819,ABC
12,1.0803,1,819,ABC
6,0.9635,1,819,ABC
32,1.0629,1,819,ABC
30,1.1292,1,819,ABC
16,1.1457,1,819,ABC
14,2.7256,1,819,ABC
54,1.346,1,819,ABC
40,1.2439,1,819,ABC
63,1.3793,1,819,ABC
28,1.3118,1,819,ABC
20,1.2126,1,819,ABC
45,1.1368,1,820,ABC
18,1.0105,1,820,ABC
36,1.2723,1,820,ABC
9,0.8831,1,820,ABC
16,0.9959,1,820,ABC
40,1.1519,1,820,ABC
63,1.5861,1,820,ABC
12,0.7516,1,820,ABC
15,0.9035,1,820,ABC
30,1.3767,1,820,ABC
48,1.5139,1,820,ABC
3,0.8181,0,820,ABC
28,2.1829,1,820,ABC
64,1.6374,1,820,ABC
14,1.3988,1,820,ABC
4,1.0967,0,820,ABC
20,2.4046,1,820,ABC
42,1.4268,1,820,ABC
49,1.7611,1,820,ABC
6,1.1149,1,820,ABC
10,1.1367,1,820,ABC
72,1.4234,1,820,ABC
54,1.3759,1,820,ABC
27,1.3915,1,820,ABC
56,1.915,1,820,ABC
21,1.1145,1,820,ABC
35,1.2162,1,820,ABC
8,0.9759,1,820,ABC
36,1.3317,1,823,ABC
6,1.0329,1,823,ABC
16,1.1948,1,823,ABC
12,0.8604,1,823,ABC
32,1.1992,1,823,ABC
27,1.236,1,823,ABC
21,0.9185,1,823,ABC
35,1.1654,1,823,ABC
40,1.3134,1,823,ABC
49,1.369,1,823,ABC
48,1.3975,1,823,ABC
9,1.0819,1,823,ABC
56,1.448,1,823,ABC
45,1.132,1,823,ABC
20,1.3647,1,823,ABC
15,1.1858,1,823,ABC
54,1.3138,1,823,ABC
18,1.2653,1,823,ABC
30,1.332,1,823,ABC
63,1.5655,1,823,ABC
24,1.1653,1,823,ABC
14,1.0484,1,823,ABC
42,1.303,1,823,ABC
72,1.6989,1,823,ABC
10,1.6352,1,823,ABC
8,1.1491,1,823,ABC
64,1.732,1,823,ABC
28,1.3157,1,823,ABC
64,1.7106,1,824,BCA
27,1.5017,1,824,BCA
28,1.1925,1,824,BCA
63,2.0532,1,824,BCA
24,1.3551,1,824,BCA
45,1.5119,1,824,BCA
49,1.4411,1,824,BCA
12,1.3247,1,824,BCA
32,1.3314,1,824,BCA
6,1.3176,1,824,BCA
72,1.8301,1,824,BCA
10,1.119,1,824,BCA
35,1.2493,1,824,BCA
14,1.1641,1,824,BCA
9,1.0539,1,824,BCA
18,1.1965,1,824,BCA
16,1.3104,1,824,BCA
36,1.8495,1,824,BCA
8,1.0414,1,824,BCA
54,1.541,1,824,BCA
30,1.2633,1,824,BCA
56,1.2519,1,824,BCA
42,1.238,1,824,BCA
48,1.4353,1,824,BCA
20,1.0863,1,824,BCA
21,1.2756,1,824,BCA
15,1.2582,1,824,BCA
40,1.2953,1,824,BCA
27,1.8517,1,825,ACB
14,1.2677,1,825,ACB
10,1.234,1,825,ACB
49,1.7181,1,825,ACB
6,1.251,1,825,ACB
15,1.4013,1,825,ACB
40,1.3673,1,825,ACB
42,1.767,1,825,ACB
12,0.9842,1,825,ACB
63,1.8683,1,825,ACB
54,1.6346,1,825,ACB
21,0.9675,1,825,ACB
56,1.5347,1,825,ACB
45,1.5843,1,825,ACB
20,1.2178,1,825,ACB
9,1.4843,1,825,ACB
28,1.4843,1,825,ACB
48,1.8016,1,825,ACB
24,1.4013,1,825,ACB
64,2.0011,1,825,ACB
8,1.101,1,825,ACB
32,1.2015,1,825,ACB
72,1.6681,1,825,ACB
18,1.4514,1,825,ACB
16,1.4675,1,825,ACB
36,1.9846,1,825,ACB
35,1.7349,1,825,ACB
30,1.9683,1,825,ACB
18,1.8166,1,827,CBA
35,1.4661,1,827,CBA
20,1.3333,1,827,CBA
64,1.5661,1,827,CBA
45,1.3495,1,827,CBA
28,1.4486,1,827,CBA
36,1.5161,1,827,CBA
72,1.399,1,827,CBA
30,1.383,1,827,CBA
27,1.3998,1,827,CBA
8,1.3334,1,827,CBA
56,1.4493,1,827,CBA
42,1.4333,1,827,CBA
24,1.3835,1,827,CBA
6,1.2019,1,827,CBA
9,1.1496,1,827,CBA
14,1.4331,1,827,CBA
15,1.0998000000000001,1,827,CBA
32,1.2,1,827,CBA
63,1.7833,1,827,CBA
12,1.083,1,827,CBA
40,1.3333,1,827,CBA
54,1.5496,1,827,CBA
49,1.3494,1,827,CBA
16,1.4849,1,827,CBA
10,1.016,1,827,CBA
48,1.6166,1,827,CBA
21,2.083,1,827,CBA
42,1.6496,1,828,ABC
8,1.0494,1,828,ABC
48,1.3163,1,828,ABC
36,1.2995,1,828,ABC
64,1.2662,1,828,ABC
30,1.4823,1,828,ABC
14,1.2159,1,828,ABC
12,1.0158,1,828,ABC
56,1.1491,1,828,ABC
27,1.516,1,828,ABC
18,1.7162,1,828,ABC
24,1.3497,1,828,ABC
49,1.5662,1,828,ABC
15,1.9997,1,828,ABC
72,1.8321,1,828,ABC
63,1.6152,1,828,ABC
10,1.2162,1,828,ABC
32,1.2663,1,828,ABC
35,1.3165,1,828,ABC
6,1.1331,1,828,ABC
16,1.1831,1,828,ABC
9,1.1832,1,828,ABC
20,1.4162,1,828,ABC
4,1.3162,0,828,ABC
28,2.0163,1,828,ABC
45,1.1501,1,828,ABC
54,1.3662,1,828,ABC
21,1.3995,1,828,ABC
48,1.603,1,829,BAC
4,1.15,0,829,BAC
24,1.534,1,829,BAC
40,1.385,1,829,BAC
15,1.302,1,829,BAC
49,1.448,1,829,BAC
6,1.218,1,829,BAC
63,2.002,1,829,BAC
35,1.218,1,829,BAC
20,1.301,1,829,BAC
32,1.468,1,829,BAC
18,1.55,1,829,BAC
10,1.351,1,829,BAC
16,1.533,1,829,BAC
42,1.234,1,829,BAC
56,1.201,1,829,BAC
27,1.3,1,829,BAC
14,1.234,1,829,BAC
21,1.051,1,829,BAC
28,1.301,1,829,BAC
9,1.084,1,829,BAC
72,1.651,1,829,BAC
54,1.5,1,829,BAC
36,1.466,1,829,BAC
12,1.599,1,829,BAC
8,1.134,1,829,BAC
30,1.251,1,829,BAC
64,1.333,1,829,BAC
18,1.2502,1,830,BCA
36,1.3016,1,830,BCA
49,1.5304,1,830,BCA
21,1.203,1,830,BCA
14,1.1003,1,830,BCA
48,1.2829,1,830,BCA
10,1.1023,1,830,BCA
30,1.1353,1,830,BCA
24,0.9519,1,830,BCA
12,0.8179,1,830,BCA
56,1.1649,1,830,BCA
28,1.2521,1,830,BCA
8,1.0356,1,830,BCA
64,1.567,1,830,BCA
6,1.0814,1,830,BCA
54,1.2353,1,830,BCA
9,1.1025,1,830,BCA
40,1.2681,1,830,BCA
63,1.6353,1,830,BCA
35,1.2655,1,830,BCA
72,1.533,1,830,BCA
45,1.1513,1,830,BCA
32,1.1001,1,830,BCA
27,1.1494,1,830,BCA
15,1.1666,1,830,BCA
42,1.3171,1,830,BCA
16,1.0518,1,830,BCA
20,1.2004,1,830,BCA
45,1.6385,1,831,ABC
63,1.6988,1,831,ABC
16,1.1188,1,831,ABC
10,1.0383,1,831,ABC
24,1.0989,1,831,ABC
32,1.1989,1,831,ABC
48,1.6387,1,831,ABC
18,1.2389,1,831,ABC
20,1.2787,1,831,ABC
64,1.8184,1,831,ABC
40,1.3983,1,831,ABC
30,1.3989,1,831,ABC
56,1.2174,1,831,ABC
8,1.1383,1,831,ABC
35,2.1386,1,831,ABC
21,0.9989,1,831,ABC
42,1.4585,1,831,ABC
15,1.1786,1,831,ABC
54,1.1181,1,831,ABC
6,1.0789,1,831,ABC
12,0.959,1,831,ABC
28,1.179,1,831,ABC
49,1.6389,1,831,ABC
36,1.5988,1,831,ABC
72,2.0985,1,831,ABC
9,0.9788,1,831,ABC
14,1.2185,1,831,ABC
27,1.3388,1,831,ABC
49,1.6164,1,832,ABC
36,1.2164,1,832,ABC
27,1.0995,1,832,ABC
15,1.0663,1,832,ABC
24,0.9665,1,832,ABC
28,1.1164,1,832,ABC
45,1.233,1,832,ABC
8,0.9666,1,832,ABC
21,0.8997,1,832,ABC
54,1.2163,1,832,ABC
16,1.033,1,832,ABC
