typedNumber,typingRT,answerCorr,typingLoopPract.thisRepN,typingLoopPract.thisTrialN,typingLoopPract.thisN,typingLoopPract.thisIndex,typingLoopPract.ran,productNo,participant,session,group,date,expName,psychopyVersion,OS,frameRate,typingRTrial.thisRepN,typingRTrial.thisTrialN,typingRTrial.thisN,typingRTrial.thisIndex,typingRTrial.ran,typedAudioPrac,audioPracRT,audioPrCorr,audioLoopPrac.thisRepN,audioLoopPrac.thisTrialN,audioLoopPrac.thisN,audioLoopPrac.thisIndex,audioLoopPrac.ran,audiospan,digits_audio,soundsJS,EgnerDSresponse,EgnerDSrt,EgnerDSscore,audioRTrial.thisRepN,audioRTrial.thisTrialN,audioRTrial.thisN,audioRTrial.thisIndex,audioRTrial.ran,digitSpan,audioCondLoop.thisRepN,audioCondLoop.thisTrialN,audioCondLoop.thisN,audioCondLoop.thisIndex,audioCondLoop.ran,Condition,WAISDSresponse,WAISDSrt,WAISDSscore,audioRTrialwais.thisRepN,audioRTrialwais.thisTrialN,audioRTrialwais.thisN,audioRTrialwais.thisIndex,audioRTrialwais.ran,digitSpanWAIS,digits_audioWAIS,soundsWAIS,audioCondLoopwais.thisRepN,audioCondLoopwais.thisTrialN,audioCondLoopwais.thisN,audioCondLoopwais.thisIndex,audioCondLoopwais.ran,ConditionWAIS,TaskB.thisRepN,TaskB.thisTrialN,TaskB.thisN,TaskB.thisIndex,TaskB.ran,TaskOrderCond.thisRepN,TaskOrderCond.thisTrialN,TaskOrderCond.thisN,TaskOrderCond.thisIndex,TaskOrderCond.ran,nRepsTask1,nRepsTask2,nRepsTask3,correct,respMousePrac.x,respMousePrac.y,respMousePrac.leftButton,respMousePrac.midButton,respMousePrac.rightButton,vptLoopPrac.thisRepN,vptLoopPrac.thisTrialN,vptLoopPrac.thisN,vptLoopPrac.thisIndex,vptLoopPrac.ran,tiles,rows,cols,vptCorrect,respMouse.x,respMouse.y,respMouse.leftButton,respMouse.midButton,respMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,noOfBlocks,blockDuration,conditionLoop.thisRepN,conditionLoop.thisTrialN,conditionLoop.thisN,conditionLoop.thisIndex,conditionLoop.ran,sheet,readyMsg,TaskC.thisRepN,TaskC.thisTrialN,TaskC.thisN,TaskC.thisIndex,TaskC.ran,typedAnswer,multiplyRT,multiplyCorr,multiLoopPrac.thisRepN,multiLoopPrac.thisTrialN,multiLoopPrac.thisN,multiLoopPrac.thisIndex,multiLoopPrac.ran,problem,OperandType,productType,Answer,multiRTrial.thisRepN,multiRTrial.thisTrialN,multiRTrial.thisN,multiRTrial.thisIndex,multiRTrial.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,fileee
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.4824,1,0,0,0,0,1,1 x 7 =,NA,practiceQ,7,,,,,,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1.6499,1,0,1,1,1,1,5 x 10 =,NA,practiceQ,50,,,,,,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1.1664,1,0,2,2,2,1,3 x 11 =,NA,practiceQ,33,,,,,,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1.3831,1,,,,,,5 x 8 =,smallFirst,largeProd,40,0,0,0,27,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1.25,1,,,,,,7 x 6 =,largeFirst,largeProd,42,0,1,1,10,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3.0499,1,,,,,,3 x 7 =,smallFirst,smallProd,21,0,2,2,14,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1.633,1,,,,,,2 x 9 =,smallFirst,smallProd,18,0,3,3,18,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1.2332,1,,,,,,3 x 5 =,smallFirst,smallProd,15,0,4,4,19,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1.3161,1,,,,,,3 x 2 =,largeFirst,smallProd,6,0,5,5,0,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1.4498,1,,,,,,6 x 4 =,largeFirst,smallProd,24,0,6,6,6,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,2.0836,1,,,,,,8 x 9 =,smallFirst,largeProd,72,0,7,7,24,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1.5331,1,,,,,,8 x 2 =,largeFirst,smallProd,16,0,8,8,5,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1.783,1,,,,,,9 x 3 =,largeFirst,largeProd,27,0,9,9,7,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.5997,1,,,,,,4 x 5 =,smallFirst,smallProd,20,0,10,10,16,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4.1831,1,,,,,,8 x 4 =,largeFirst,largeProd,32,0,11,11,8,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2.2497,1,,,,,,2 x 4 =,smallFirst,smallProd,8,0,12,12,17,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1.7164,1,,,,,,4 x 7 =,smallFirst,largeProd,28,0,13,13,25,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1.8665,1,,,,,,6 x 3 =,largeFirst,smallProd,18,0,14,14,3,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1.3997,1,,,,,,3 x 3 =,tie,smallProd,9,0,15,15,28,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1.7327,1,,,,,,4 x 9 =,smallFirst,largeProd,36,0,16,16,26,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2.2664,1,,,,,,9 x 7 =,largeFirst,largeProd,63,0,17,17,12,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.3166,1,,,,,,4 x 3 =,largeFirst,smallProd,12,0,18,18,1,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1.6664,1,,,,,,7 x 7 =,tie,largeProd,49,0,19,19,29,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1.4997,1,,,,,,3 x 8 =,smallFirst,smallProd,24,0,20,20,15,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1.2834,1,,,,,,7 x 2 =,largeFirst,smallProd,14,0,21,21,4,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1.6163,1,,,,,,7 x 5 =,largeFirst,largeProd,35,0,22,22,11,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0831,0,,,,,,2 x 6 =,smallFirst,smallProd,12,0,23,23,20,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2.366,1,,,,,,7 x 8 =,smallFirst,largeProd,56,0,24,24,23,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1.5163,1,,,,,,6 x 9 =,smallFirst,largeProd,54,0,25,25,22,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.3158,1,,,,,,5 x 2 =,largeFirst,smallProd,10,0,26,26,2,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1.8331,1,,,,,,6 x 8 =,smallFirst,largeProd,48,0,27,27,21,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1.6668,1,,,,,,9 x 5 =,largeFirst,largeProd,45,0,28,28,9,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2.9996,1,,,,,,6 x 5 =,largeFirst,largeProd,30,0,29,29,13,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,multiplOne.xlsx
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1.4499,1,,,,,,4 x 6 =,smallFirst,smallProd,24,0,0,0,20,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,1.5996,1,,,,,,8 x 7 =,largeFirst,largeProd,56,0,1,1,10,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.3664,1,,,,,,2 x 5 =,smallFirst,smallProd,10,0,2,2,16,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1.1331,1,,,,,,2 x 7 =,smallFirst,smallProd,14,0,3,3,18,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1.8162,1,,,,,,8 x 6 =,largeFirst,largeProd,48,0,4,4,13,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,2.1164,1,,,,,,9 x 8 =,largeFirst,largeProd,72,0,5,5,12,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1.4995,1,,,,,,9 x 4 =,largeFirst,largeProd,36,0,6,6,8,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2.2664,1,,,,,,7 x 4 =,largeFirst,largeProd,28,0,7,7,7,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.1997,1,,,,,,3 x 4 =,smallFirst,smallProd,12,0,8,8,15,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1.3332,1,,,,,,5 x 6 =,smallFirst,largeProd,30,0,9,9,27,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1.6667,1,,,,,,3 x 9 =,smallFirst,largeProd,27,0,10,10,24,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2.283,1,,,,,,4 x 8 =,smallFirst,largeProd,32,0,11,11,22,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.3001,1,,,,,,5 x 4 =,largeFirst,smallProd,20,0,12,12,5,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.5829,1,,,,,,4 x 2 =,largeFirst,smallProd,8,0,13,13,0,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1.4332,1,,,,,,9 x 6 =,largeFirst,largeProd,54,0,14,14,9,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1.9497,1,,,,,,2 x 8 =,smallFirst,smallProd,16,0,15,15,19,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1.9496,1,,,,,,8 x 5 =,largeFirst,largeProd,40,0,16,16,11,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1.0662,1,,,,,,7 x 3 =,largeFirst,smallProd,21,0,17,17,3,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1.6331,1,,,,,,3 x 6 =,smallFirst,smallProd,18,0,18,18,17,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1.2333,1,,,,,,8 x 3 =,largeFirst,smallProd,24,0,19,19,4,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1.3829,1,,,,,,5 x 7 =,smallFirst,largeProd,35,0,20,20,25,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.2331,1,,,,,,6 x 2 =,largeFirst,smallProd,12,0,21,21,2,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1.7999,1,,,,,,6 x 7 =,smallFirst,largeProd,42,0,22,22,23,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2.4825,1,,,,,,9 x 2 =,largeFirst,smallProd,18,0,23,23,6,1,,,,,,
,,,,,,,,,674,001,BCA,2022-04-16_17h01.37.972,workingMemoryTest,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.7663,1,,,,,,4 x 4 =,tie,smallProd,16,0,24,24,28,1,,,,,,
