participant,multiplyCorr,multiplyRT,problem,productType,median_RT,perc_accuracy,verbal_span_mean,mean_blocks,medium_mult_RT,perc_accuracy_mult,fluency_group,interference_score
651,1,2.1661,3 x 5 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,2
651,1,1.5825,8 x 2 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,7
651,1,2.2325,8 x 9 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,19
651,1,1.3326,5 x 8 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,9
651,1,1.5164,9 x 5 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,6
651,1,1.0498,2 x 6 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,3
651,1,2.0161,6 x 9 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,13
651,1,2.433,4 x 9 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,9
651,1,1.4991,2 x 9 =,smallProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,7
651,1,2.0329,4 x 7 =,largeProd,1.19185,96.42857142857144,6,10.333333333333334,1.62465,90,High,17
652,1,1.4995,8 x 2 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,7
652,1,2.4663,4 x 5 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,8
652,1,1.8161,3 x 8 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,13
652,1,1.1826,4 x 3 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,10
652,1,2.1823,5 x 8 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,9
652,1,2.7824,6 x 9 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,13
652,1,1.1831,3 x 7 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,13
652,1,2.5325,8 x 9 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,19
652,1,1.5163,9 x 5 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,6
652,1,1.6,2 x 9 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,7
652,1,1.6495,4 x 9 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,9
652,1,2.3659,7 x 5 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,7
652,1,2.8488,9 x 3 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,9
652,1,3.2321,7 x 2 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,4
652,1,2.2997,8 x 4 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,25
652,1,1.8331,9 x 7 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,17
652,1,2.7825,6 x 4 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,12
652,1,2.8991,7 x 8 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,9
652,1,1.4829,3 x 2 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,0
652,1,2.4488,6 x 8 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,11
652,0,2.2992,7 x 6 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,22
652,1,1.8664,3 x 5 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,2
652,1,1.1327,5 x 2 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,0
652,1,1.6165,6 x 3 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,8
652,1,2.166,2 x 4 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,1
652,0,2.0162,4 x 7 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,17
652,1,1.0993,2 x 6 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,3
652,1,2.8494,6 x 5 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,6
652,1,2.4825,3 x 9 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,9
652,1,1.4823,5 x 6 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,6
652,1,2.2321,7 x 9 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,17
652,1,1.7829,8 x 7 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,9
652,1,1.9496,8 x 6 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,11
652,0,2.2827,6 x 7 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,22
652,1,1.7996,2 x 8 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,7
652,1,2.7661,5 x 7 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,7
652,1,1.5158,3 x 6 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,8
652,1,1.3326,7 x 3 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,13
652,1,1.5909,2 x 3 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,0
652,1,1.8671,8 x 3 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,13
652,1,2.2494,7 x 4 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,17
652,1,1.8996,5 x 3 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,2
652,1,1.8503,9 x 6 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,13
652,1,1.9997,9 x 2 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,7
652,1,2.2669,4 x 2 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,1
652,1,1.2164,2 x 5 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,0
652,1,3.3663,9 x 8 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,19
652,1,1.7835,5 x 9 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,6
652,1,1.6331,4 x 8 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,25
652,1,1.0165,6 x 2 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,3
652,1,1.0672,3 x 4 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,10
652,1,1.8504,9 x 4 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,9
652,1,1.5001,4 x 6 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,12
652,1,1.6166,5 x 4 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,8
652,0,1.983,8 x 5 =,largeProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,9
652,1,1.6346,2 x 7 =,smallProd,1.34975,100,5.5,10.333333333333334,1.8417,86.66666666666667,High,4
653,1,2.3496,6 x 7 =,largeProd,1.3331,100,3.5,9,1.8329,88.33333333333333,High,22
653,1,2.1655,3 x 6 =,smallProd,1.3331,100,3.5,9,1.8329,88.33333333333333,High,8
653,1,2.1329,7 x 9 =,largeProd,1.3331,100,3.5,9,1.8329,88.33333333333333,High,17
653,1,1.5492,5 x 3 =,smallProd,1.3331,100,3.5,9,1.8329,88.33333333333333,High,2
